2012	5	22	2	1635
2011	12	48	6	1231
2009	11	45	4	1538
2006	6	24	7	1208
2007	4	14	2	1422
2008	3	12	4	1553
2014	7	29	3	1547
2010	8	32	3	1649
2008	8	34	1	1558
2013	12	51	1	1310
2014	12	51	2	1315
2011	7	28	3	1569
2013	12	51	7	1304
2008	12	51	2	1496
2011	7	28	5	1562
2008	12	51	4	1553
2014	9	39	5	1388
2008	5	22	6	1283
2014	9	39	3	1466
2008	4	14	7	1293
2010	3	9	1	1281
2006	8	35	2	1430
2010	5	21	7	1200
2011	4	13	7	1192
2014	8	35	4	1526
2014	7	27	5	1304
2008	4	16	5	1511
2013	12	49	7	1139
2008	4	16	3	1570
2010	11	46	6	1425
2008	2	9	4	1441
2014	5	19	7	1178
2014	9	36	2	1558
2014	1	5	1	1248
2011	6	24	2	1483
2011	3	9	2	1419
2014	4	14	3	1440
2006	12	48	5	1491
2007	11	45	2	1423
2009	12	51	7	801
2007	4	17	1	1547
2009	4	15	1	1334
2011	10	41	1	1291
2007	4	17	7	1311
2012	3	13	1	1366
2006	8	31	2	1535
2010	5	18	2	1594
2007	11	48	3	1481
2010	7	26	4	1539
2008	5	21	3	1642
2011	7	30	1	1456
2006	8	31	4	1587
2011	12	51	5	1332
2007	11	47	2	1449
2007	6	26	4	1467
2009	8	33	7	1295
2013	9	36	7	1313
2012	6	24	5	1559
2007	1	4	5	1229
2013	6	23	3	1561
2008	8	34	7	1306
2006	3	11	7	1158
2007	5	20	7	1297
2010	8	33	6	1326
2011	7	29	4	1527
2013	1	2	3	1469
2008	3	11	1	1466
2008	3	11	7	1158
2014	3	13	5	1435
2010	1	4	2	1537
2012	12	50	5	1404
2011	12	52	6	1118
2014	11	45	7	1241
2010	5	20	4	1625
2013	5	18	3	1500
2012	6	24	3	1526
2009	4	15	7	937
2013	8	31	5	1456
2014	10	41	6	1230
2014	3	13	3	1387
2008	4	17	6	1301
2009	2	9	5	1576
2008	1	3	1	1482
2007	1	2	1	1502
2006	7	31	1	1613
2011	2	5	3	1174
2010	6	26	1	1541
2011	10	40	2	1402
2013	11	46	5	1517
2012	3	12	2	1541
2015	7	31	2	1437
2014	1	2	4	1400
2007	2	5	7	1018
2014	12	50	1	1163
2008	12	50	5	1466
2014	4	15	6	1338
2006	2	9	2	1460
2008	6	23	4	1612
2013	5	20	3	1547
2008	5	18	6	1365
2013	9	40	1	1554
2014	7	27	3	1370
2013	6	22	6	1242
2011	4	16	2	1339
2010	2	8	5	788
2012	6	26	1	1386
2008	3	10	2	1497
2014	8	34	7	1386
2007	10	42	2	1711
2011	5	18	3	1392
2009	2	7	1	1331
2007	3	12	7	1270
2006	2	7	2	1311
2010	11	47	5	1362
2011	4	15	1	1436
2006	2	7	4	1636
2011	2	7	1	1208
2014	1	4	2	930
2008	6	25	4	1612
2010	4	14	5	1543
2012	6	25	4	1459
2008	2	6	7	1169
2010	8	31	4	1517
2014	6	26	1	1410
2006	8	34	1	1677
2015	2	8	4	1127
2008	1	2	2	1699
2010	5	19	1	1409
2010	5	19	7	1199
2006	7	30	2	1715
2010	7	27	1	1286
2015	12	50	6	1360
2011	4	15	7	1119
2009	3	10	5	1528
2010	6	22	7	1238
2008	7	30	4	1649
2009	7	27	6	1236
2008	2	7	2	1235
2009	10	41	1	1418
2009	10	41	7	1220
2012	1	3	7	1010
2007	5	19	2	1597
2012	9	37	5	1569
2014	12	51	4	1315
2011	1	2	5	1325
2008	7	27	5	1102
2013	5	21	6	1251
2009	10	42	4	1270
2008	7	27	3	1618
2014	7	30	6	1347
2012	2	6	1	1345
2014	6	24	5	1421
2006	10	42	5	1567
2014	6	24	3	1571
2008	8	33	2	1619
2009	2	6	2	1205
2015	7	27	4	1372
2008	2	9	2	1429
2012	1	4	2	1608
2011	4	14	2	1459
2007	1	1	6	1365
2009	6	25	1	1468
2015	9	36	3	1499
2014	4	14	5	1415
2012	5	20	2	1364
2013	6	25	5	1490
2006	1	3	5	1592
2011	9	38	7	1294
2011	10	41	7	1191
2015	7	30	1	1444
2006	5	18	2	1660
2010	8	34	5	1543
2009	1	3	2	1612
2009	8	32	2	1604
2012	7	29	5	1411
2009	9	37	4	1456
2009	6	26	6	1357
2006	2	8	1	1259
2011	12	51	3	1464
2008	12	49	2	1658
2006	2	8	7	1045
2013	3	12	3	1393
2011	4	14	4	1569
2008	9	39	7	1290
2011	8	31	1	1459
2008	6	22	7	1244
2006	6	25	4	1742
2008	5	20	6	1359
2015	5	22	7	1196
2012	1	2	4	1384
2011	7	29	2	1549
2015	1	4	3	1333
2012	2	8	1	1147
2009	7	28	5	1445
2014	3	12	2	1401
2010	9	37	5	1503
2006	8	33	4	1599
2010	11	44	6	1374
2006	2	6	5	1474
2008	5	19	5	1360
2006	8	33	2	1670
2014	9	38	2	1465
2011	6	26	2	1640
2011	3	11	2	1529
2008	5	19	3	1609
2009	1	5	4	1404
2013	5	18	5	1423
2012	2	7	2	1273
2014	6	25	6	1411
2010	1	1	7	1108
2010	8	30	7	1310
2008	1	3	7	1221
2009	8	35	1	1509
2011	12	49	1	1400
2009	11	44	7	1405
2009	8	35	7	1295
2015	12	51	5	1325
2008	2	6	1	1419
2010	3	10	6	1027
2007	11	45	4	1565
2008	8	33	4	1517
2015	3	12	7	1142
2015	7	31	4	1439
2006	3	9	7	1160
2007	5	18	7	1270
2009	8	32	4	1552
2010	6	25	2	1553
2008	12	50	3	1571
2011	3	13	4	1387
2011	12	50	6	1270
2007	2	6	2	1328
2012	2	8	7	1131
2015	12	52	6	1122
2009	10	43	1	1341
2012	3	9	7	1231
2008	9	38	4	1619
2006	3	10	4	1563
2008	10	40	7	1234
2012	9	39	3	1523
2011	9	38	4	1546
2015	7	30	4	1696
2011	10	41	4	1423
2012	3	13	4	1453
2010	5	18	1	1372
2007	11	48	4	1461
2010	7	26	7	1149
2013	8	34	3	1479
2009	6	26	3	1520
2006	10	41	3	1469
2013	1	3	3	1297
2008	12	49	5	1508
2008	9	39	4	1484
2007	1	4	2	1557
2006	6	25	7	1288
2007	5	20	4	1682
2010	12	50	4	1294
2015	5	22	4	1438
2011	7	29	1	1390
2010	8	34	6	1309
2009	7	28	6	1348
2012	12	50	6	1303
2011	12	52	5	1394
2014	11	45	4	1349
2014	1	5	2	1325
2009	7	31	5	1468
2010	6	23	3	1386
2012	6	24	6	1343
2014	6	25	3	1569
2014	10	41	5	1375
2007	10	40	5	1698
2010	1	1	4	1581
2007	1	2	2	1596
2013	4	17	2	1353
2008	1	3	4	1543
2015	9	37	3	1490
2009	8	35	2	1630
2011	12	49	2	1374
2008	2	6	4	1552
2007	4	15	6	1360
2013	11	46	6	1442
2009	12	50	7	1084
2008	8	33	7	1363
2007	5	18	2	1652
2012	1	52	7	1312
2008	12	50	6	1316
2011	12	50	3	1433
2013	9	37	3	1492
2013	5	20	4	1532
2013	3	13	3	1355
2010	4	16	4	1595
2007	1	5	1	1333
2012	3	9	4	1371
2009	3	10	6	1457
2008	10	40	4	1554
2013	9	36	4	1529
2011	4	16	1	1364
2014	12	49	1	1349
2013	12	49	4	1511
2014	8	34	4	1513
2012	2	9	1	1358
2007	10	42	1	1501
2010	4	15	5	1521
2009	2	7	2	1467
2006	5	22	3	1631
2014	9	37	6	1282
2010	11	47	6	1292
2012	1	5	2	1543
2011	6	25	6	1443
2011	4	15	4	1609
2008	6	25	7	1275
2014	11	44	7	1101
2014	6	26	2	1471
2011	8	31	2	1495
2015	1	5	3	1153
2015	2	8	7	945
2014	10	42	4	1519
2013	4	16	5	1425
2006	9	35	6	1109
2009	1	2	2	1481
2010	7	27	4	1544
2009	8	34	1	1555
2012	6	25	1	1488
2008	2	7	7	1114
2010	6	24	4	1591
2007	4	14	5	1329
2008	5	21	4	1539
2011	10	42	1	1357
2006	3	11	4	1537
2006	7	27	4	1609
2011	10	39	6	1253
2008	11	45	4	1495
2009	10	42	7	1123
2015	3	13	7	1103
2010	11	45	4	1423
2012	12	49	3	1429
2006	2	5	5	1536
2008	5	22	1	1164
2012	9	38	3	1518
2006	8	34	2	1615
2010	4	14	2	1475
2007	9	35	7	1281
2012	11	48	1	1314
2006	10	42	6	1367
2012	2	6	2	1459
2014	12	1	3	875
2014	2	5	7	1237
2007	3	13	3	1624
2011	5	19	1	1467
2010	11	46	1	1444
2007	5	21	7	1173
2012	1	4	1	1425
2007	8	32	3	1565
2014	9	36	5	1527
2011	6	24	5	1445
2012	5	20	1	1370
2010	4	13	5	1358
2010	6	25	7	1220
2010	10	39	7	1246
2013	11	45	3	1458
2014	10	43	5	1511
2006	5	18	1	1637
2013	11	48	4	781
2009	1	3	1	1290
2009	9	37	7	1299
2008	12	49	1	1449
2011	7	30	6	1339
2013	6	26	3	1561
2007	6	26	3	1608
2007	2	7	2	1478
2008	5	20	5	1418
2015	7	29	1	1489
2011	4	17	6	1272
2012	1	2	7	957
2012	7	30	5	1494
2012	2	8	2	1298
2009	7	28	2	1516
2014	3	12	1	1255
2010	9	37	6	1438
2010	11	44	5	1531
2006	2	6	6	1284
2014	9	38	1	1491
2012	5	22	1	1090
2008	4	14	2	1583
2011	3	11	1	1381
2010	4	15	1	1428
2007	11	47	1	1368
2007	10	40	1	1658
2011	10	43	2	1474
2011	6	26	1	1477
2014	8	31	7	1280
2006	8	35	1	1535
2009	11	45	7	1278
2012	7	31	2	1540
2011	6	23	6	1287
2010	8	35	1	1445
2015	12	51	6	1262
2008	3	13	4	1630
2007	10	43	6	1285
2009	12	50	3	1368
2010	5	20	7	1274
2014	1	2	3	1297
2012	7	28	3	1559
2006	4	17	1	1494
2013	9	37	7	1324
2010	9	39	4	1555
2006	12	48	6	1358
2007	2	6	1	1234
2015	12	52	5	797
2007	11	47	5	1283
2008	9	38	7	1280
2006	3	10	7	1174
2009	10	43	4	1577
2015	3	12	4	1320
2010	12	51	7	568
2011	1	1	3	1462
2009	7	29	1	1483
2012	2	7	1	1354
2010	9	36	1	1243
2009	2	7	6	1227
2012	6	26	6	1324
2010	8	32	4	1506
2010	11	47	2	1520
2008	1	1	2	1439
2006	8	31	7	1284
2008	4	17	3	1502
2006	7	29	2	1639
2008	6	25	3	1598
2006	8	32	6	1433
2012	5	21	6	1394
2010	4	17	3	1552
2014	1	4	5	1273
2015	12	49	4	1305
2007	11	44	6	1356
2006	5	19	6	1309
2013	8	35	4	1459
2007	1	3	5	1554
2006	1	52	7	1376
2009	5	19	3	1596
2015	12	50	1	1300
2008	7	30	3	1725
2010	3	12	5	1560
2007	4	14	1	1397
2015	7	28	2	1531
2014	7	29	4	1451
2013	12	51	2	1220
2010	9	38	5	1657
2014	3	13	6	1154
2008	12	51	1	1374
2014	9	39	6	1414
2008	10	41	3	1551
2008	5	22	5	1577
2014	7	30	1	1439
2010	5	21	4	1512
2014	8	35	7	1187
2014	5	18	7	1226
2007	10	41	2	1729
2006	12	51	3	1549
2010	11	46	5	1518
2011	8	31	6	1300
2009	2	6	5	1355
2007	2	5	4	1484
2014	9	36	1	1291
2010	3	10	3	1591
2006	7	28	1	1647
2011	6	24	1	1471
2006	8	33	1	1686
2007	11	46	2	1599
2014	3	14	1	1261
2011	2	6	5	1463
2011	11	45	7	1209
2007	11	45	1	1582
2007	4	17	2	1672
2009	1	3	5	1316
2009	9	37	3	1463
2010	8	34	2	1450
2008	8	32	4	1682
2013	8	34	7	1296
2006	4	16	2	1519
2011	7	30	2	1551
2010	6	26	2	1579
2009	8	33	4	1625
2015	12	53	2	1221
2010	3	9	2	1492
2008	4	15	1	1476
2014	7	28	5	1421
2007	1	4	6	1302
2010	4	14	6	1283
2012	7	27	4	1693
2008	8	35	1	1519
2013	12	50	1	1324
2010	8	33	5	1498
2011	3	10	2	1488
2010	9	37	2	1435
2006	7	26	7	1251
2008	3	11	2	1571
2010	1	4	7	1032
2008	11	44	7	1223
2011	3	10	6	1419
2011	3	11	5	1496
2010	6	22	4	1599
2009	1	5	3	1182
2012	2	7	5	1526
2007	12	52	7	1199
2010	6	23	7	1227
2009	4	15	2	1518
2015	2	9	4	1243
2011	1	2	6	1296
2013	8	31	6	1427
2014	10	41	1	1452
2009	2	9	6	1292
2012	6	23	3	1553
2013	4	17	6	1364
2009	6	24	5	1518
2014	4	15	3	1449
2010	12	52	2	826
2015	12	51	2	1457
2013	12	52	7	1125
2011	10	40	7	1209
2007	4	16	1	1400
2012	3	12	7	1161
2007	4	15	2	1465
2011	9	39	3	1521
2014	1	2	7	1258
2014	12	50	4	1299
2012	2	6	6	1305
2011	3	13	3	1455
2015	7	27	7	1315
2008	6	23	7	1273
2006	2	8	4	1467
2009	8	32	7	1351
2014	7	31	2	1603
2007	12	52	3	1412
2009	7	29	5	1535
2014	9	37	2	1430
2010	9	36	5	1484
2008	3	10	1	1457
2012	6	26	2	1427
2011	5	18	6	1235
2014	10	40	6	1278
2011	4	14	7	1200
2007	8	33	4	1624
2007	3	12	4	1581
2008	2	8	6	1227
2006	2	7	1	1093
2011	6	25	2	1590
2011	2	7	2	1439
2014	1	4	1	1300
2013	5	19	3	1370
2015	10	44	3	1135
2008	4	18	2	1460
2010	8	31	7	1323
2008	1	2	7	1274
2010	5	19	2	1470
2006	7	30	7	1303
2013	4	16	1	1324
2009	1	2	6	1136
2015	9	38	6	1433
2015	12	50	5	1461
2011	12	48	5	1459
2008	7	30	7	1322
2006	6	24	4	1608
2013	5	22	2	1449
2011	1	52	6	1376
2009	7	27	5	1516
2008	3	12	7	1088
2009	10	41	2	1673
2012	1	3	4	1347
2008	8	34	2	1689
2007	5	19	1	1592
2012	9	37	6	1410
2014	12	51	7	911
2011	7	28	6	1391
2008	7	27	6	1365
2013	5	21	5	1433
2008	10	41	7	1222
2015	3	13	3	1304
2014	7	30	5	1489
2013	12	48	7	1192
2006	8	34	6	1375
2007	10	41	6	1404
2012	11	48	5	1438
2009	7	30	4	1438
2007	11	46	6	1377
2009	2	6	1	1397
2014	5	19	4	1426
2008	2	9	1	1361
2007	1	1	3	1667
2007	8	32	7	1347
2009	6	25	2	1620
2011	11	45	3	1586
2009	12	51	4	1294
2013	6	25	6	1405
2006	1	3	6	1428
2006	11	46	2	1646
2014	5	20	6	1368
2007	7	28	3	1640
2012	8	31	4	1550
2013	4	14	4	1322
2011	11	44	7	1120
2009	12	52	6	938
2007	9	38	3	1737
2015	8	32	4	1639
2007	9	37	6	1474
2011	9	37	6	1250
2007	12	49	3	1471
2007	11	48	5	1484
2009	1	2	7	1002
2010	10	43	2	1653
2011	5	21	4	1512
2013	9	39	6	1436
2011	5	21	2	1637
2009	9	37	2	1594
2013	5	22	3	1322
2015	1	2	3	1027
2011	1	52	7	985
2015	12	51	3	1296
2013	7	27	4	1200
2008	10	42	5	1560
2010	8	32	5	1499
2013	1	5	2	1360
2009	3	13	2	1453
2013	8	34	6	1428
2015	5	21	6	1246
2006	1	4	2	1632
2007	6	24	2	1659
2010	10	41	2	1611
2008	10	41	6	1404
2013	7	30	5	1456
2006	9	37	1	1627
2011	3	10	7	1171
2010	12	48	7	1061
2007	10	41	7	1274
2012	11	48	4	1438
2009	7	30	5	1448
2011	7	27	4	1503
2012	2	6	7	1049
2006	5	21	7	1212
2008	11	47	7	1107
2009	9	38	7	1197
2007	8	32	6	1396
2012	12	52	1	973
2007	7	29	6	1404
2015	6	24	6	1271
2011	11	45	2	1421
2015	8	35	1	1510
2012	1	1	7	1124
2009	4	18	4	1552
2014	3	11	7	1226
2008	12	49	4	1406
2013	9	36	1	1274
2011	11	48	3	1482
2013	2	7	7	1071
2008	7	29	1	1497
2012	8	34	5	1575
2007	1	4	3	1612
2012	11	45	5	1306
2006	9	39	5	1590
2006	9	39	3	1718
2015	2	7	3	1307
2012	4	17	4	1361
2006	10	44	1	1575
2010	10	42	3	1639
2012	4	17	2	1409
2014	11	48	4	662
2013	4	15	5	1340
2014	5	21	5	1432
2015	6	25	5	1433
2006	9	36	2	1549
2013	4	15	3	1498
2014	2	6	7	1112
2014	8	32	7	1374
2015	8	33	5	1584
