		188146
940361	169692	9
940363	161338	1
940363	169614	8
940365	140362	4
940366	150978	26
940367	143873	19
940368	169493	17
940369	133680	1
940369	155770	5
940370	134799	11
940371	169367	21
940372	170379	24
940374	169319	4
940375	155764	1
940377	155525	9
940379	170521	4
940380	169100	24
940382	153905	6
940382	155758	5
940386	166224	7
940386	168935	5
940388	131979	25
940389	170743	53
940392	141302	3
940392	168797	19
940394	161489	7
940394	166042	1
940395	139720	3
940397	168658	4
940398	161956	51
940399	170966	1
940401	168529	8
940402	152867	19
940404	165360	55
940405	168400	5
940407	171146	29
940410	168294	7
940415	156122	24
940415	171326	21
940416	137614	2
940417	159548	1
940420	154876	1
940427	162031	1
940427	167826	56
940435	141174	2
940438	166805	3
940440	167464	41
940443	162046	1
940445	161005	12
940449	154432	4
940450	136735	1
940451	142779	5
940452	155275	1
940456	143604	7
940456	151855	5
940459	140069	8
940460	156473	2
940461	154008	5
940462	135095	48
940465	150696	39
940465	163923	10
940466	164496	5
940469	166523	20
940471	149933	5
940477	163155	32
940478	152331	6
940479	141047	8
940481	169251	21
940483	136067	22
940484	161615	1
940487	150097	8
940506	169763	25
940509	152789	3
940509	163247	2
940513	144249	6
940515	137689	5
940522	140921	1
940524	133876	1
940528	161670	12
940531	140390	18
940533	137249	7
940536	138635	1
940539	151511	8
940541	161129	2
940542	149836	3
940542	166785	2
940543	139263	10
940550	136811	1
940550	151367	1
940554	139775	2
940554	171329	26
940558	152854	5
940559	160846	40
940560	154349	11
940564	141197	6
940565	140796	2
940566	154137	2
940568	141597	13
940573	141999	1
940574	132846	8
940574	161290	20
940575	163433	57
940577	133386	8
940578	142400	27
940581	143230	17
940587	168665	13
940588	168942	11
940593	151260	19
940598	134583	2
940599	161112	6
940599	167433	416
940599	168191	40
940600	132419	1
940602	132821	5
940602	155595	27
940608	143968	52
940614	135477	2
940615	152713	4
940616	137762	16
940619	155151	2
940620	139567	19
940624	164631	22
940633	164499	17
940639	163614	11
940641	161827	29
940643	168400	15
940645	164728	11
940649	150380	2
940650	136885	2
940652	169757	3
940653	140544	5
940659	170001	27
940662	153208	40
940667	151360	14
940670	154266	4
940671	151548	3
940674	156150	2
940676	170644	117
940678	151699	9
940681	136218	18
940686	171040	1
940689	171186	30
940693	156276	2
940693	171332	22
940694	141219	5
940697	152166	38
940698	140417	1
940702	165008	2
940703	143687	2
940704	142022	3
940708	149957	9
940711	161930	4
940713	156402	1
940716	137835	3
940718	139832	15
940718	153492	33
940719	151476	1
940720	163848	3
940721	152637	2
940721	155292	12
940724	133578	6
940727	136575	15
940729	163872	19
940729	165148	1
940732	137401	15
940737	169753	1
940739	143577	2
940739	166774	14
940742	150943	22
940746	138764	43
940749	134164	1
940750	144459	66
940750	154369	25
940752	134471	10
940756	165288	3
940758	154837	55
940758	167401	26
940760	155825	13
940771	167798	91
940771	168532	5
940774	151553	4
940775	143467	1
940783	168296	10
940784	168397	5
940784	168810	2
940790	140153	6
940790	168162	1
940792	168672	2
940795	143410	1
940796	150185	8
940799	169144	18
940808	168952	3
940811	151607	1
940812	171037	5
940814	169545	57
940817	137912	8
940820	153739	43
940821	141232	1
940822	163582	2
940822	168864	17
940823	155432	3
940824	140839	12
940825	160915	3
940825	169340	6
940826	140438	2
940826	141634	16
940826	143728	9
940828	134261	2
940829	154473	1
940829	169971	23
940830	142063	2
940830	152557	5
940831	142480	39
940832	167859	1
940841	139462	7
940841	169750	15
940843	143265	8
940849	137037	3
940849	150701	2
940849	163315	19
940850	152804	16
940850	169543	27
940860	155405	1
940860	170191	11
940866	164157	12
940868	144010	30
940868	151223	25
940869	156094	11
940869	169970	39
940872	133772	20
940872	143178	2
940875	150078	4
940880	133179	4
940880	138869	1
940880	167714	5
940885	167376	15
940897	143512	8
940898	164677	20
940899	135105	24
940906	134359	6
940908	154576	1
940912	143057	2
940915	134685	7
940915	151379	1
940919	152010	33
940921	151527	3
940924	166707	11
940927	136723	3
940927	156343	5
940928	170688	36
940932	168375	35
940933	137548	10
940935	166780	5
940938	139727	6
940939	152478	4
940940	161438	79
940947	141251	1
940947	144713	16
940949	141246	1
940949	143768	1
940951	137111	3
940953	142937	2
940954	138764	2
940954	140459	1
940956	142105	5
940959	143382	10
940974	163840	6
940974	171034	1
940975	150489	24
940976	132692	3
940976	138330	2
940980	144608	1
940980	155483	3
940984	143663	2
940987	154680	2
940991	134463	3
940993	171324	58
940994	163551	4
940995	151398	4
940995	169325	9
940997	155296	12
941003	139933	1
941003	164441	21
941010	141089	5
941012	167350	1
941014	135777	1
941016	133367	3
941017	138064	4
941018	133969	4
941018	164946	32
941022	144485	3
941024	154004	65
941031	151447	4
941035	166764	1
941036	151297	12
941039	140218	19
941040	144233	4
941044	170201	18
941048	167852	1
941050	137187	1
941050	144925	4
941056	153076	3
941058	141800	42
941059	136132	3
941063	144361	2
941066	154776	21
941076	134568	4
941076	142977	8
941077	164533	80
941078	142562	55
941079	135282	18
941080	142146	14
941080	151798	11
941082	140501	14
941089	143815	6
941091	160984	25
941095	151215	1
941098	140855	2
941099	155214	2
941102	151395	4
941103	139087	45
941111	143649	3
941116	138139	2
941121	150976	2
941122	144184	8
941126	136876	5
941126	166680	6
941128	165199	90
941132	167328	43
941135	137700	8
941135	166749	1
941139	161738	2
941143	151295	3
941146	144114	1
941148	140713	6
941151	164083	3
941151	164626	29
941152	161691	1
941153	145138	1
941156	133559	1
941156	155922	3
941158	169455	1
941159	152321	4
941163	155713	4
941167	163520	1
941168	134168	19
941171	144671	17
941172	156086	18
941173	166735	1
941173	166743	1
941175	134695	4
941180	153471	1
941181	154211	44
941188	143988	6
941189	169904	2
941192	163656	5
941198	141326	14
941200	143019	1
941201	145046	10
941203	142188	15
941208	143300	15
941210	140542	2
941211	153286	6
941212	143632	2
941212	167017	25
941213	139712	21
941214	164700	10
941216	138216	10
941218	163791	2
941219	155129	13
941222	152853	41
941230	143862	1
941234	153431	6
941243	163927	1
941246	140019	2
941246	140423	3
941251	137336	1
941252	167306	40
941256	135460	10
941258	133673	1
941258	136282	4
941259	145322	2
941261	140678	1
941263	143762	2
941263	155839	2
941268	152249	5
941268	164062	1
941270	140828	1
941270	144429	21
941274	134821	1
941274	168298	31
941277	155441	9
941277	164774	5
941279	153606	21
941280	171141	1
941283	140305	1
941285	152484	31
941293	161037	2
941294	151920	2
941296	143662	1
941297	140571	5
941298	152076	8
941304	133763	3
941305	141875	21
941305	143637	4
941305	144844	1
941313	136001	10
941326	140182	4
941326	142644	12
941331	151236	14
941333	133807	3
941334	137850	9
941337	154419	59
941338	150930	21
941338	155045	2
941339	143065	10
941344	134373	9
941351	137411	1
941360	139261	1
941367	143451	2
941368	136550	3
941368	140060	3
941370	144190	17
941374	139389	5
941378	152178	3
941378	153741	5
941381	136953	22
941386	141039	27
941387	150453	42
941391	133389	9
941391	169577	16
941396	138598	10
941396	153309	13
941399	139959	2
941400	167660	57
941413	163476	12
941416	138366	3
941416	164942	9
941417	145464	1
941418	152229	9
941418	154985	7
941421	164647	10
941430	145071	2
941431	139858	1
941433	133914	1
941433	136462	1
941436	140758	31
941438	143239	2
941438	164339	62
941440	135626	4
941445	139118	4
941446	150743	18
941448	168691	12
941449	139802	3
941449	171317	2
941450	133962	44
941450	142270	3
941450	170208	30
941451	137486	2
941456	168153	5
941460	168977	11
941465	163186	5
941465	163746	17
941466	140628	6
941466	141347	5
941469	168273	5
941472	143944	8
941478	139334	4
941478	144498	1
941480	143113	4
941484	165222	15
941487	152750	13
941490	151128	1
941492	140101	6
941492	168478	34
941493	154621	36
941499	145539	6
941500	152094	4
941505	153228	4
941506	165045	4
941508	134006	60
941512	142780	3
941514	136151	2
941514	145325	8
941515	138440	1
941515	164018	12
941518	170485	4
941521	155281	30
941522	142987	12
941522	170940	23
941523	136553	11
941524	136344	2
941525	139505	3
941532	168824	11
941533	138002	9
941536	144382	1
941541	140389	12
941541	153620	7
941542	134067	3
941542	170727	26
941543	168017	2
941544	134613	11
941549	167262	29
941550	141967	31
941551	137561	1
941551	168990	1
941552	140658	1
941558	144857	4
941560	164814	16
941560	171146	6
941564	152853	1
941571	133574	2
941571	137118	7
941571	151068	1
941573	143698	4
941573	169185	11
941575	139392	1
941580	145615	1
941583	162410	4
941584	170375	9
941591	142317	7
941593	144266	1
941594	139400	4
941595	171232	16
941596	165149	2
941602	138732	6
941604	171319	8
941605	153363	1
941606	169480	4
941608	171142	5
941609	154054	3
941610	166596	11
941612	133840	6
941612	136645	2
941612	145187	1
941613	153148	8
941614	136226	4
941614	154840	29
941614	169556	21
941615	138515	15
941616	165165	2
941617	140143	1
941620	135273	1
941621	134140	6
941622	170495	4
941623	152009	3
941626	134168	1
941627	139417	2
941628	161125	6
941631	169700	15
941637	152484	22
941638	135776	17
941642	152960	7
941646	170700	9
941647	169843	3
941650	139300	6
941651	137636	7
941654	140024	2
941657	142586	25
941661	152060	15
941665	135326	5
941667	145710	2
941668	169395	12
941669	170025	16
941673	143460	9
941676	166710	1
941678	134229	4
941679	135144	1
941680	134228	2
941684	145084	4
941686	154159	6
941691	140704	11
941691	170207	11
941693	144635	4
941694	133632	1
941695	139062	6
941695	153829	14
941698	144331	3
941700	141146	1
941702	136735	3
941702	155517	1
941703	161146	311
941704	153499	6
941706	134807	8
941711	170371	2
941713	163703	2
941718	138941	1
941719	170426	7
941720	141500	11
941720	153068	3
941725	139447	10
941725	154211	1
941725	165007	16
941731	133304	3
941732	138150	11
941732	142364	12
941732	166585	2
941736	133459	6
941737	151929	1
941738	163837	6
941739	134321	1
941739	170587	13
941742	167236	10
941744	135216	11
941744	136342	2
941746	161157	8
941747	140185	6
941753	145805	8
941754	169834	16
941754	170706	2
941756	170720	4
941760	137283	8
941761	138668	4
941763	163974	2
941765	134302	4
941765	135401	2
941766	139750	3
941766	145377	7
941766	150928	2
941768	140949	6
941772	138597	1
941776	143212	13
941776	165296	1
941777	139203	9
941778	139701	2
941778	167557	21
941783	166528	2
941784	161021	1
941785	142208	25
941798	140474	1
941800	171127	21
941802	154316	3
941812	164144	11
941815	167878	2
941818	166640	1
941824	171340	20
941826	139465	13
941827	134395	6
941832	143785	1
941833	136254	4
941835	154681	6
941836	166700	1
941837	135927	14
941837	168072	4
941838	140350	5
941838	142052	4
941841	154368	3
941845	133839	19
941845	170709	9
941847	145918	3
941850	137786	3
941850	154038	9
941851	151849	2
941853	135016	2
941854	139345	21
941854	145061	11
941854	160761	7
941854	164866	1
941858	153708	2
941860	165366	22
941863	167220	13
941866	170898	10
941867	168331	4
941870	154185	13
941872	135035	4
941876	138965	1
941877	154417	3
941878	140227	1
941878	142968	2
941880	136915	1
941880	141926	18
941881	150848	23
941882	139225	1
941883	164305	7
941883	170185	14
941885	160637	3
941888	165164	24
941900	134501	11
941900	139014	4
941900	141212	14
941903	139144	5
941904	140772	5
941907	144773	2
941909	161198	6
941910	166952	18
941920	134472	6
941922	141800	4
941923	134964	1
941924	139063	5
941924	140515	1
941924	142565	7
941926	152600	37
941926	163538	2
941929	171350	5
941937	154607	3
941938	136538	12
941938	168954	95
941941	139470	65
941941	146030	5
941943	133448	1
941945	170791	9
941947	142095	1
941949	137448	9
941949	137861	2
941951	143555	1
941951	154518	2
941951	167858	3
941955	145551	8
941957	141697	3
941958	166684	14
941959	142442	3
941960	151773	2
941962	135552	3
941964	170694	4
941972	140793	1
941975	139244	5
941982	133999	12
941984	134573	2
941984	152001	14
941985	167205	8
941986	162757	63
941989	139823	1
941989	154571	1
941992	141594	4
941992	152238	22
941995	171122	11
941997	134588	2
942001	169511	35
942002	167203	2
942004	154247	12
942007	140270	15
942008	142290	2
942010	136079	1
942011	140674	12
942012	143433	3
942013	138356	51
942013	153917	1
942017	161226	8
942018	154387	2
942018	167200	17
942019	153276	29
942024	154726	6
942030	163920	15
942034	134873	5
942034	171360	3
942035	164297	1
942036	141839	4
942038	169837	45
942040	133516	2
942040	167393	16
942045	141438	8
942045	165314	16
942046	166557	3
942051	140556	5
942054	145218	4
942055	144569	2
942056	139475	3
942057	137940	2
942057	138880	28
942058	137095	2
942060	135628	1
942062	134636	6
942069	139477	1
942070	135205	8
942070	151696	6
942072	143312	4
942074	167712	9
942075	170164	2
942081	163511	31
942081	166668	1
942085	170238	16
942087	167837	4
942091	154021	7
942092	140438	1
942092	152805	115
942097	139874	1
942098	141281	4
942098	142764	10
942100	140846	10
942103	167974	10
942109	137650	13
942111	154845	1
942111	165575	5
942112	144933	9
942112	166768	18
942113	135674	5
942114	139023	4
942115	134720	3
942115	136362	23
942115	152149	1
942127	164681	35
942128	167185	58
942131	136733	1
942132	143193	13
942132	171369	3
942133	134159	39
942133	140319	3
942134	168231	11
942137	138082	9
942138	169493	14
942143	166867	4
942144	138767	2
942149	168351	4
942154	140027	3
942155	154450	14
942156	145297	4
942158	134772	16
942162	170846	107
942163	141090	9
942164	134775	3
942164	140007	24
942165	138019	1
942167	153479	46
942168	154125	1
942175	164289	19
942182	140599	3
942188	135903	7
942190	167019	6
942192	142521	5
942192	143074	1
942194	154957	5
942197	134838	2
942209	146309	1
942212	141321	5
942213	168914	79
942216	165440	21
942217	137257	7
942218	143719	11
942218	167562	4
942221	134819	18
942221	139540	21
942224	151875	18
942227	140899	3
942229	138784	1
942229	171379	17
942230	137877	4
942230	147063	47
942236	145195	4
942236	163484	3
942236	167171	22
942238	141619	10
942244	154228	7
942246	138207	3
942248	151378	8
942250	142957	1
942251	167811	5
942252	133533	5
942261	134884	5
942261	140361	9
942263	138517	14
942265	144730	14
942270	140770	6
942272	164275	1
942274	139817	7
942276	155070	1
942276	160943	39
942276	169477	18
942278	134321	31
942281	160675	12
942286	166647	4
942287	135409	17
942288	152346	1
942291	162012	5
942293	136186	21
942293	137562	1
942296	164492	2
942297	134950	1
942308	142840	1
942309	136557	1
942312	140642	8
942313	140085	10
942317	145094	1
942320	154330	8
942320	165305	1
942321	146855	1
942322	153687	22
942322	163869	21
942325	141361	3
942325	169904	48
942326	165610	13
942331	139679	46
942334	153054	4
942346	153989	17
942350	134959	3
942350	140522	9
942354	155176	2
942354	167398	11
942355	168069	16
942360	139524	71
942360	143495	8
942365	140945	4
942365	161997	1
942366	141238	17
942367	142720	6
942367	146703	27
942368	136977	27
942368	164260	2
942372	135035	8
942373	171394	18
942375	152444	9
942376	167537	2
942378	165810	1
942389	139370	16
942389	140403	13
942390	141960	10
942391	135702	5
942392	133691	5
942392	137312	1
942392	161773	3
942396	144992	5
942397	168312	15
942405	153152	8
942406	140347	23
942411	139835	57
942415	135052	2
942415	161878	2
942416	161730	2
942424	140292	1
942425	142600	1
942433	155282	2
942436	164682	4
942438	134475	23
942438	165686	13
942440	139053	30
942443	140228	46
942443	152982	7
942444	149929	26
942447	165480	2
942447	170870	100
942448	145520	44
942456	133912	7
942461	152148	4
942462	137749	3
942462	140163	35
942463	152541	1
942470	135142	22
942472	154566	25
942474	144891	1
942477	153250	1
942478	136017	19
942480	146593	5
942482	138044	19
942487	136382	2
942487	164245	11
942491	140068	38
942492	154205	12
942493	165640	1
942494	143271	18
942494	162245	12
942496	135122	6
942497	163431	1
942499	167516	6
942502	134015	3
942509	146915	9
942509	169441	13
942517	166794	22
942517	171409	12
942519	165782	5
942520	139972	7
942522	142661	19
942528	161707	7
942530	142323	13
942531	146329	6
942535	139990	12
942535	151949	12
942539	167764	8
942540	164821	9
942543	168662	2
942545	164664	8
942550	140005	2
942550	162509	1
942551	137396	8
942551	165590	14
942553	153353	8
942554	135211	25
942554	136806	17
942557	171418	12
942564	146501	1
942567	146794	2
942568	152468	14
942568	165233	40
942570	139436	11
942576	138764	2
942578	134095	1
942583	137821	2
942583	140749	19
942589	137619	7
942590	165751	1
942590	168028	1
942592	163824	21
942593	137776	1
942595	167112	199
942596	140056	14
942596	171426	2
942597	171350	23
942598	141023	3
942600	167357	6
942605	137221	1
942605	152201	9
942605	164231	1
942608	166082	11
942610	161384	73
942613	165893	4
942614	135519	2
942619	168568	4
942621	146745	2
942621	167495	1
942622	163394	11
942623	135269	3
942624	152649	8
942626	134606	24
942626	141245	8
942629	143048	18
942630	153457	1
942630	164439	7
942632	146437	2
942637	135330	4
942637	164225	3
942639	152353	4
942643	140108	10
942644	164960	1
942646	168272	3
942648	143678	2
942649	138602	46
942649	165701	2
942651	139753	10
942651	152135	6
942656	134176	5
942657	134036	2
942657	160483	9
942662	167744	1
942667	161399	2
942668	152833	9
942670	135345	1
942671	135854	60
942674	152394	3
942674	171443	1
942675	162483	3
942678	153084	15
942679	160593	2
942680	152180	1
942680	168409	5
942681	142635	2
942683	169183	16
942693	166027	13
942699	140006	3
942702	137137	2
942705	160720	1
942707	153562	4
942711	141778	6
942711	168937	3
942714	168545	3
942719	144578	20
942720	154733	23
942721	162070	19
942722	138440	1
942722	143573	10
942728	161415	20
942731	153707	3
942732	160847	2
942735	135439	1
942737	136638	10
942740	142081	3
942740	170937	62
942743	165816	2
942743	169407	3
942744	146495	19
942746	163357	1
942747	168002	16
942750	134239	1
942750	137895	12
942752	139502	9
942752	171459	6
942753	164207	6
942757	168730	3
942759	136169	4
942762	135452	15
942768	155023	8
942769	161658	7
942773	140820	6
942777	165138	11
942779	165972	1
942784	152756	8
942786	163020	2
942788	134208	1
942789	138277	7
942794	137515	10
942799	168247	16
942800	168914	1
942801	162456	1
942803	151969	3
942808	153961	4
942811	141095	1
942813	164374	4
942819	134739	45
942819	167463	4
942822	166353	64
942825	166367	897
942828	135580	3
942828	139733	16
942830	164622	4
942830	164886	7
942831	163770	19
942837	136117	2
942844	162734	24
942850	142119	1
942860	141324	15
942860	142878	14
942860	169157	129
942862	165628	8
942865	134287	2
942867	144935	6
942867	167709	12
942869	164190	1
942869	168898	10
942870	136364	2
942872	163320	3
942873	143361	3
942884	135695	1
942887	138042	18
942890	143865	10
942890	160813	10
942890	171488	9
942891	147023	9
942891	165894	5
942891	166721	7
942893	136974	10
942897	161460	1
942897	161632	2
942898	153586	11
942900	136210	1
942900	139961	8
942900	152680	8
942901	139562	1
942903	167976	1
942904	134951	38
942906	135674	4
942907	154368	2
942909	139075	25
942911	165317	2
942912	141557	7
942912	164184	2
942915	142599	1
942917	137969	2
942920	169400	25
942922	166887	15
942923	161759	3
942928	141135	1
942929	162429	2
942932	138559	23
942939	140291	52
942941	141859	7
942949	136046	1
942949	161887	2
942950	137889	1
942950	145010	1
942952	153843	1
942952	168222	1
942953	167054	216
942954	142621	1
942955	164177	2
942956	137300	22
942956	169550	8
942962	135789	5
942964	136303	1
942970	167152	9
942974	142163	2
942974	162012	9
942979	134336	1
942980	163006	2
942980	164387	6
942982	137809	5
942987	136893	1
942993	167291	30
942998	163283	8
942999	160525	31
943000	135070	20
943000	162137	3
943002	170590	20
943003	165815	6
943004	164598	3
943005	135888	13
943005	140909	11
943013	142452	1
943016	167431	3
943017	152603	2
943023	160872	4
943023	167956	2
943024	153005	91
943025	143145	10
943027	137717	9
943027	168529	49
943029	171517	10
943032	141600	1
943032	144744	3
943034	144915	2
943034	171263	46
943039	171010	3
943040	161198	14
943041	143664	19
943044	167553	3
943047	141175	1
943047	165499	3
943049	144159	4
943054	164162	2
943054	165019	6
943055	142329	4
943057	162402	3
943061	154491	1
943063	161505	11
943063	161591	2
943064	135920	14
943069	153762	19
943072	167675	6
943072	168199	16
943074	135966	2
943074	139865	1
943075	169362	15
943076	170049	27
943082	136807	8
943086	136490	36
943086	152267	19
943090	138243	3
943092	137585	11
943094	162582	17
943095	134385	10
943097	142206	2
943099	141407	4
943101	167794	22
943102	142719	5
943103	168836	1
943104	154763	3
943104	163710	28
943106	135317	24
943109	162881	13
943112	139334	26
943113	137547	1
943116	144824	1
943120	154578	2
943122	163246	3
943126	137108	9
943128	164581	10
943129	167914	5
943132	152526	13
943133	153893	21
943137	142084	15
943140	140058	5
943144	136072	7
943150	141641	9
943151	138660	1
943158	167228	32
943161	168045	19
943162	147301	15
943166	169080	56
943170	154711	3
943172	165255	1
943175	142925	1
943176	154420	3
943179	137427	18
943183	165680	1
943187	160796	3
943192	168176	3
943193	136699	5
943194	142512	9
943201	143449	18
943204	154015	1
943205	152804	27
943207	161834	16
943208	136204	43
943208	165094	3
943210	143956	4
943216	137978	12
943222	168297	15
943223	141822	3
943223	168805	21
943226	154510	2
943227	170673	32
943228	164353	2
943229	161550	1
943229	169324	14
943232	144696	10
943235	140099	1
943236	148130	4
943239	154322	1
943240	167019	128
943240	171558	28
943243	134699	1
943243	138506	8
943244	140988	6
943245	162087	5
943247	152449	14
943251	142816	2
943253	147406	3
943254	144497	2
943264	136232	26
943266	140181	2
943267	142266	5
943267	169468	62
943269	165786	2
943276	168516	22
943280	164792	9
943281	134751	1
943282	165607	6
943287	143860	1
943288	162353	7
943293	160207	1
943295	170950	2
943296	139964	6
943298	140263	2
943299	168608	6
943304	169613	3
943306	160334	9
943307	154605	2
943309	165437	4
943310	134644	9
943311	136932	1
943311	154438	3
943313	137271	1
943313	142694	5
943314	167866	15
943315	164564	1
943317	141698	1
943319	160458	1
943322	143815	11
943322	168694	11
943334	167600	6
943335	141489	1
943335	160589	7
943335	162752	11
943336	161578	20
943337	153740	7
943339	142018	1
943341	137777	17
943343	168774	5
943345	134837	5
943346	169740	16
943350	154243	1
943351	139130	2
943351	160721	2
943351	169291	3
943355	165891	1
943357	163662	23
943360	144176	34
943363	159965	2
943364	136416	12
943370	134870	2
943373	171274	30
943379	137207	13
943379	161027	13
943380	147610	1
943388	169868	3
943392	154054	9
943393	135385	81
943393	161132	8
943394	167409	23
943397	138248	2
943402	138745	3
943402	141296	1
943403	134568	2
943405	143707	1
943406	142449	4
943406	161238	5
943408	148155	4
943408	169016	53
943412	164122	5
943414	134927	4
943414	147710	5
943415	135025	3
943416	162981	8
943417	170921	11
943418	140743	17
943420	161367	3
943422	153668	19
943423	169580	32
943424	163158	8
943425	160181	1
943426	137393	10
943429	139275	14
943442	170092	22
943444	161605	29
943446	141838	3
943451	171599	8
943453	143644	2
943455	166716	1
943457	134985	1
943457	153743	1
943458	143850	2
943460	139037	4
943465	136266	25
943465	161780	2
943467	167697	3
943467	168110	37
943469	142200	6
943470	138124	4
943470	153842	2
943472	169258	82
943477	160669	1
943478	161908	4
943483	142995	3
943484	169299	19
943488	165995	1
943489	141042	19
943490	147927	7
943491	162036	1
943501	170729	5
943502	140224	44
943505	162171	10
943509	139586	4
943509	166013	1
943514	142018	3
943519	136689	35
943519	162305	2
943519	169444	13
943524	134690	2
943525	148024	6
943527	141962	3
943527	166983	65
943531	141338	7
943531	153740	5
943539	170892	2
943540	137515	1
943540	138027	76
943541	162521	12
943542	160961	51
943542	169548	13
943543	136659	73
943546	135049	8
943550	144329	45
943553	167087	1
943556	134725	4
943556	136129	1
943556	167546	2
943557	143929	5
943560	164114	1
943560	164792	4
943563	162738	2
943564	164870	1
943565	137043	14
943569	160278	7
943575	162853	1
943576	161640	39
943577	159810	2
943577	166985	1
943582	143072	1
943584	169720	38
943585	171625	19
943587	162968	1
943595	163037	1
943596	160521	12
943598	135643	53
943598	153738	1
943602	163107	3
943604	142637	9
943605	140005	4
943608	139809	4
943609	169827	7
943610	137929	8
943610	160638	4
943610	167794	13
943610	169223	11
943614	143436	1
943615	153734	1
943617	138491	7
943619	141585	16
943621	167267	4
943623	154025	41
943624	137602	7
943626	134800	6
943629	171272	38
943633	165165	20
943639	143829	13
943640	159775	4
943645	153024	42
943648	140025	1
943653	170865	3
943654	163606	10
943655	142174	16
943655	144009	19
943657	140813	1
943659	141381	3
943672	153739	2
943676	159631	5
943676	167518	2
943677	140105	2
943681	161431	27
943688	166989	2
943691	168468	37
943691	170165	113
943696	136930	45
943697	134874	1
943697	140420	2
943697	154297	1
943699	167643	4
943700	141234	1
943703	165969	10
943706	140186	2
943707	164105	10
943708	161675	3
943709	139172	6
943717	137345	31
943719	171652	2
943720	143728	3
943722	167769	3
943729	163080	3
943733	165446	19
943736	136412	9
943737	141079	10
943738	138799	17
943740	161964	2
943741	168043	3
943742	137804	10
943743	147650	1
943745	153739	15
943748	170781	6
943749	144075	1
943768	153990	3
943772	170503	29
943778	136845	5
943778	143230	1
943783	138304	15
943786	166999	101
943789	137061	10
943789	140222	17
943790	142806	34
943791	164545	16
943792	154240	3
943792	161172	6
943795	140876	18
943796	140425	3
943796	170590	21
943808	164858	8
943814	162653	17
943826	166160	118
943833	164096	1
943837	141111	2
943842	139429	3
943843	136773	3
943846	165772	22
943848	161711	1
943849	170825	13
943852	154762	7
943856	167033	16
943861	138969	2
943866	139724	5
943872	147013	23
943873	140259	17
943875	137678	3
943876	143854	26
943879	136735	10
943884	140437	15
943893	167000	1
943893	171693	20
943901	162227	3
943905	137166	1
943907	160046	11
943908	163570	17
943910	142449	8
943915	136696	1
943916	135790	29
943920	143472	52
943922	143048	15
943926	160310	25
943927	135108	1
943934	137169	5
943937	141122	3
943938	167619	2
943944	140281	1
943945	160565	4
943946	138619	3
943958	171279	135
943959	161452	4
943960	164087	1
943968	147684	1
943969	159597	3
943979	153747	7
943981	137576	6
943982	164272	7
943984	163026	2
943987	161747	3
943991	167060	6
943993	140085	16
943994	140851	7
943996	160843	16
944001	167838	1
944008	147408	1
944008	161974	18
944009	137312	4
944009	137819	4
944014	140302	2
944014	164533	1
944021	139876	1
944021	141035	11
944023	170448	11
944027	165600	1
944029	162200	1
944033	164690	5
944039	167969	11
944041	135224	2
944052	136554	3
944060	164910	1
944064	139155	3
944067	171733	46
944070	162600	12
944073	165033	2
944075	166443	30
944076	137020	19
944084	138026	13
944084	170898	4
944085	165155	1
944086	170724	71
944087	142633	1
944089	164069	6
944090	168189	51
944093	140867	2
944094	165251	2
944101	155225	1
944102	148333	5
944104	138676	2
944104	165347	1
944105	137456	29
944107	161139	10
944109	167489	36
944112	165435	1
944119	143216	2
944119	165513	26
944121	142796	3
944122	161783	4
944125	167098	68
944126	165577	1
944136	146869	1
944136	165680	6
944141	168409	1
944141	170419	32
944145	165768	2
944150	138914	3
944154	135118	10
944158	135337	2
944158	167942	12
944159	162173	2
944161	144851	3
944162	140219	15
944164	165939	18
944165	163526	26
944171	142946	2
944176	142726	1
944177	137390	1
944178	140425	44
944182	166109	4
944191	138398	7
944192	144682	1
944193	168636	98
944196	137638	30
944198	143121	9
944199	166269	3
944200	141120	107
944208	138793	2
944217	144797	2
944218	139422	8
944218	164052	1
944223	137613	5
944224	166506	12
944230	165327	2
944232	166581	5
944234	147449	2
944236	136719	5
944236	164240	10
944238	137871	6
944242	142662	20
944243	162972	9
944246	159696	13
944251	166796	36
944251	170362	2
944254	167167	9
944255	164428	1
944256	161818	1
944259	170390	32
944260	167137	23
944264	160079	3
944265	167073	1
944265	168959	1
944266	147269	1
944270	160217	1
944270	167010	117
944272	161981	3
944273	136896	20
944275	135451	7
944275	143351	37
944276	143027	2
944277	167914	10
944278	160370	3
944281	164656	15
944283	161121	1
944285	160524	2
944285	169054	33
944286	160969	6
944288	162145	1
944289	160816	1
944292	138871	1
944292	148484	2
944296	155527	97
944308	170892	19
944309	142598	1
944311	166088	2
944316	169045	2
944318	140574	3
944318	171454	76
944322	169204	1
944327	170618	62
944330	138268	3
944331	162545	8
944332	165096	9
944344	137771	1
944346	146755	29
944347	164028	5
944356	135975	1
944358	135636	3
944359	169354	19
944363	166568	3
944365	137213	6
944373	137475	8
944378	169190	22
944380	169437	3
944383	167498	49
944384	159362	1
944385	164413	5
944390	142901	6
944393	161853	3
944397	136915	1
944397	169025	9
944398	165687	11
944400	167886	14
944402	159926	6
944402	166984	47
944404	140391	12
944409	153771	5
944412	167185	69
944418	162115	4
944418	168908	3
944421	137160	2
944421	149136	2
944425	160523	1
944425	163474	10
944426	135492	9
944427	169425	5
944432	137688	6
944432	170275	40
944432	170970	13
944439	136868	2
944440	160817	2
