		188146
40.634227087	-74.158089494	24
40.634227114	-74.019230109	49
40.634227943	-74.121228198	30
40.634228443	-73.949114104	134
40.63422871	-73.9983333	33
40.634234346	-74.103437081	9
40.634241914	-74.076177545	4
40.634245238	-73.943915106	24
40.634247464	-74.120936399	71
40.634251288	-74.086222444	65
40.63425308	-74.161115997	7
40.634255813	-74.009062734	90
40.634255919	-74.159076759	6
40.634259176	-74.130314777	7
40.634260972	-74.140446148	41
40.634261129	-74.159278534	12
40.634261475	-74.133099827	13
40.634265526	-74.081762069	1
40.634266655	-73.989333254	7
40.634266988	-74.120640995	21
40.634267142	-73.924614345	105
40.634268503	-74.102071635	8
40.634270257	-73.929525097	23
40.634271733	-74.014434661	42
40.634275201	-73.943446704	39
40.634275424	-73.949841854	48
40.634275683	-74.144085114	32
40.634276393	-74.07797183	3
40.634277153	-74.084658817	28
40.634277565	-74.076224423	6
40.634289155	-74.120442876	49
40.634289306	-74.097067232	7
40.634293807	-74.161433151	1
40.634293888	-74.135895747	70
40.634295313	-74.117139022	69
40.634299027	-74.138489849	18
40.634300111	-74.100464787	7
40.634302418	-73.942978303	32
40.634302829	-74.025131685	179
40.634306589	-73.959245407	84
40.63430826	-74.00374846	30
40.63430858	-74.120241147	74
40.634324168	-73.923681129	102
40.634326399	-73.91511702	44
40.634327358	-73.896212573	4
40.634332371	-73.942495489	15
40.634333024	-74.000015853	5
40.634333532	-74.137182065	7
40.634334877	-73.985676296	7
40.634335543	-73.912667033	1
40.634338339	-73.956020789	48
40.634339197	-74.119834075	41
40.634342999	-74.129003482	4
40.634349124	-74.087516014	42
40.634349673	-74.112170708	15
40.634349769	-73.906329501	29
40.634354748	-74.144510427	32
40.634357651	-74.083430328	18
40.634360077	-74.036787107	4
40.634360764	-74.141883919	383
40.634361079	-73.977821955	160
40.634361283	-73.97890643	5
40.634362321	-73.942012674	26
40.634362613	-73.901980774	16
40.634362663	-74.153236694	7
40.634364203	-73.910670985	20
40.63436546	-74.010745306	134
40.634368357	-73.991019398	32
40.63436981	-74.119430604	28
40.63437535	-73.888826536	23
40.634376052	-73.883980622	766
40.634379566	-73.964080464	114
40.634379658	-74.123105589	4
40.634382346	-73.995573469	8
40.634383905	-73.922711878	289
40.634386619	-74.140947217	13
40.634393873	-73.903241746	25
40.634395012	-73.941526253	16
40.634401487	-73.893236454	10
40.634401587	-73.996358902	8
40.634401633	-74.001637162	46
40.634402983	-73.982015727	9
40.634407071	-73.896338552	13
40.634408562	-73.96943437	65
40.634412657	-74.035421634	8
40.634414212	-74.118962304	330
40.634417963	-73.994125098	21
40.634419193	-74.129590904	40
40.634423067	-73.955087579	67
40.634424956	-73.941039833	19
40.63443347	-74.091983735	18
40.634433811	-74.144935742	11
40.634435062	-74.033940849	32
40.634446457	-74.020617293	35
40.634450339	-74.101304491	23
40.634453198	-74.076275065	1
40.63445491	-73.940575031	11
40.634455867	-74.118494	74
40.634457448	-74.032456462	6
40.634458156	-74.016110055	1
40.634461813	-74.007055941	15
40.634473601	-74.078584555	24
40.634475522	-73.992701943	21
40.634479369	-73.967405898	13
40.634479815	-74.030975675	177
40.634480211	-73.961270138	3
40.634481563	-73.965517971	62
40.634482116	-73.940110232	17
40.634489855	-73.976661775	81
40.634491038	-73.918853034	148
40.634491161	-73.961183661	7
40.634491901	-74.118151787	288
40.634493141	-73.897433703	14
40.634493299	-73.894572989	3
40.634495379	-74.13018193	2
40.63449931	-74.131551047	43
40.634502163	-74.029494889	29
40.634505839	-73.995018613	12
40.634506022	-73.899588227	68
40.634507969	-73.962203277	27
40.634509524	-74.09953555	4
40.634510281	-73.983698258	31
40.634512064	-73.939641826	26
40.634516698	-74.159059366	14
40.634516795	-73.949452557	153
40.634517407	-73.934363551	7
40.634523638	-74.15396125	4
40.634524259	-73.954161561	65
40.63452449	-74.028021306	112
40.634525975	-74.082191136	15
40.634527931	-74.117813176	15
40.634529873	-73.884092044	1
40.634538567	-74.026529706	94
40.634541878	-74.086698405	39
40.63454201	-73.93917342	6
40.634543852	-73.989044976	27
40.634544549	-74.139736969	33
40.634547068	-74.003391786	14
40.634549291	-74.165144778	107
40.634551586	-74.153586612	4
40.634552947	-74.117506973	3
40.634554511	-74.13366607	10
40.634557147	-74.076804813	4
40.634559444	-73.914763639	53
40.634563015	-74.126139586	19
40.634569209	-73.938705015	15
40.634569818	-73.888401067	124
40.634570955	-74.014110464	39
40.634572189	-74.096865881	3
40.634575218	-74.117200763	178
40.634582766	-73.905950868	16
40.634583631	-74.145840402	29
40.63459122	-73.97573579	85
40.634594487	-73.910313987	9
40.634595614	-73.901623743	49
40.634596535	-74.130535215	15
40.634599153	-73.938240211	18
40.634612993	-73.999727621	10
40.634614809	-73.985380796	8
40.634616881	-74.158065197	4
40.63461697	-74.169562133	111
40.63461705	-73.969001925	11
40.634620776	-74.135676634	25
40.634622267	-73.907273084	62
40.634624311	-74.023521302	157
40.63462672	-74.075363723	4
40.634629083	-73.93775379	40
40.634630918	-73.953199509	99
40.634635044	-74.075226822	1
40.634635356	-74.125246198	12
40.634635415	-74.158558842	11
40.634636071	-74.10233521	1
40.634640535	-74.132859187	30
40.634643462	-73.896716491	5
40.634647488	-74.140854092	36
40.634653952	-74.159048884	1
40.634658498	-74.095406821	36
40.634659012	-73.937267367	47
40.634665655	-74.137179145	1
40.63466599	-73.888508993	11
40.634666797	-74.01584349	28
40.63466783	-73.949614575	65
40.634669973	-73.895678807	28
40.63467158	-74.102529822	4
40.634673307	-74.123145763	5
40.634673541	-73.890656325	106
40.634681545	-73.99606705	10
40.634682905	-73.981723814	57
40.634683791	-73.892796446	43
40.63468894	-73.936784547	8
40.634689732	-74.005139211	68
40.634690343	-74.10303426	12
40.634691946	-74.076347396	2
40.634692132	-73.912360318	149
40.634692578	-73.974809801	45
40.634692781	-73.965085511	22
40.634697336	-74.115871498	96
40.634697479	-73.927968182	27
40.634701431	-74.16623324	210
40.634702701	-73.961756403	20
40.634705696	-73.972183265	101
40.634706834	-74.106028318	14
40.634707674	-74.08884236	5
40.634707747	-74.105033912	2
40.634708187	-74.10455112	10
40.634708648	-74.104043108	25
40.634709103	-74.103538699	3
40.634710043	-74.105523914	3
40.634710555	-74.124241122	43
40.634711851	-74.106539941	33
40.634713241	-74.167551942	32
40.63471404	-74.107138031	26
40.634714171	-74.135615573	39
40.634716222	-74.107739723	6
40.634718864	-73.936298124	10
40.634719312	-73.987066942	35
40.634720576	-74.122576587	10
40.63472115	-74.108337817	18
40.634722519	-73.902380171	17
40.634726037	-73.903295308	6
40.634728823	-74.108932313	20
40.634733919	-74.109346658	20
40.634734824	-73.952237455	136
40.634739014	-74.109761004	2
40.634741538	-74.109991595	27
40.634744063	-74.110222186	8
40.634746051	-73.935829717	6
40.634746347	-74.110701379	33
40.634748633	-74.11117697	11
40.634749575	-74.076365476	1
40.634750854	-74.111717413	5
40.634750876	-74.021979293	143
40.634752778	-74.006753326	24
40.634753052	-74.035284903	7
40.634754314	-73.894857208	16
40.634755471	-73.992410075	31
40.634755492	-73.928566206	81
40.634755821	-74.112254258	30
40.634757133	-74.017508064	18
40.634758122	-74.112708232	37
40.634759741	-74.113850363	56
40.634763165	-74.113162208	9
40.634766237	-74.010320225	11
40.634768068	-74.077442774	19
40.634770037	-74.11453854	38
40.634775982	-73.935361308	12
40.634782592	-74.084119019	2
40.634785874	-74.003031505	40
40.634788637	-73.997753214	31
40.634789165	-74.082623812	2
40.634789742	-73.914406654	131
40.634791015	-73.963226348	143
40.634793928	-73.973880208	64
40.634797739	-73.95172219	13
40.634798121	-73.918380676	2
40.634800135	-73.896961248	26
40.634800586	-74.032319718	6
40.634804669	-74.153165651	13
40.634805903	-73.934878486	21
40.634807567	-74.135554514	33
40.634818875	-74.148615175	20
40.634821611	-73.949780194	12
40.634822537	-74.145754454	21
40.634823792	-73.988753093	10
40.63482477	-73.909956988	22
40.634825871	-73.901266713	13
40.634831106	-74.088950612	7
40.634835821	-73.934395664	30
40.634837755	-74.008457521	165
40.634844481	-74.020451682	39
40.634845297	-74.029358129	17
40.634845461	-73.9049705	30
40.634846961	-73.925640526	1
40.634848366	-74.076398016	1
40.634850285	-74.134235926	4
40.634853391	-74.171166042	9
40.634854964	-73.888079929	26
40.634860926	-73.967517402	73
40.634862599	-74.090798961	21
40.634862992	-73.933912844	43
40.634871684	-74.078455319	8
40.634872576	-74.08492619	89
40.634873466	-74.026382119	30
40.634877672	-74.018974489	52
40.634883565	-74.081110695	12
40.634892906	-73.933430021	46
40.63489296	-73.999435781	5
40.63489474	-73.985088897	21
40.634898508	-73.964649448	64
40.6349018	-74.143841465	62
40.63490477	-73.979010743	56
40.634917189	-73.972784867	168
40.63491996	-74.01016172	81
40.634920405	-74.000988647	44
40.634922829	-73.932965213	37
40.634923044	-73.994964537	9
40.634928247	-73.99043925	116
40.634932513	-73.968313616	40
40.634933116	-73.961313111	17
40.634940607	-73.979875437	55
40.63494231	-73.902624848	8
40.634947167	-74.169004516	31
40.634948381	-74.086335036	34
40.634953615	-73.887914028	1
40.634954971	-74.029812147	11
40.634955494	-73.932500401	32
40.634955956	-74.156995927	117
40.634956371	-73.896719609	19
40.634956632	-74.096661072	3
40.634957984	-74.12886776	19
40.634959828	-73.90387144	35
40.634961504	-73.995778799	10
40.634962827	-73.9814319	11
40.63496365	-73.932367084	1
40.634966656	-73.908886723	21
40.634968838	-73.892356429	16
40.634973496	-74.020394073	16
40.634974057	-74.136351103	41
40.634975673	-74.023377308	116
40.634977778	-74.026335322	13
40.634981316	-74.162450845	40
40.634982839	-74.076430596	2
40.634983852	-74.078992289	8
40.634986915	-74.093227512	6
40.634987421	-74.141197089	1
40.634989589	-74.117291564	63
40.634992417	-73.951242858	214
40.634993558	-73.93188426	65
40.634997778	-74.137176225	1
40.634998715	-74.017241509	25
40.635002152	-73.898816452	60
40.635003048	-74.137359986	27
40.635004785	-74.076448636	9
40.635010106	-73.97112027	52
40.635013471	-74.137824787	76
40.635013991	-74.082966369	86
40.635015307	-73.931531149	17
40.635015332	-73.895145033	2
40.635020037	-73.914049668	51
40.635020785	-74.08857616	9
40.635021156	-74.138282378	20
40.635022335	-74.132622152	33
40.63502238	-74.090056971	35
40.635027425	-74.002674824	13
40.635031925	-74.140717991	4
40.635032451	-73.902109496	4
40.635032676	-73.992121809	25
40.635032764	-74.006461516	2
40.63503951	-74.138995799	45
40.635045206	-73.931041118	35
40.635045664	-73.901511388	8
40.635045862	-74.013620564	66
40.635047737	-74.147805022	32
40.635055049	-73.909596383	15
40.635055118	-74.139705612	9
40.635061898	-74.030269769	1
40.635068246	-74.14019564	40
40.635069233	-74.141629617	5
40.635070134	-73.983118047	18
40.635072361	-73.930554692	11
40.635075315	-73.900880828	22
40.635077942	-74.092672786	5
40.635077962	-74.15608827	36
40.635079152	-74.076059604	2
40.635079223	-73.948879263	113
40.635081527	-73.927614679	2
40.635082253	-73.995223938	4
40.635082303	-74.075443504	1
40.635082306	-73.88759315	147
40.635083084	-74.078379906	15
40.635083967	-73.904620675	3
40.635086865	-73.927373276	2
40.635087711	-74.123200572	15
40.635091073	-74.108997757	19
40.63509345	-74.035140965	10
40.635099438	-74.152355664	4
40.635099528	-73.930089884	8
40.635102232	-74.134726434	16
40.635103731	-73.988461207	18
40.635105203	-73.917911917	20
40.635106977	-73.964216984	34
40.635109265	-73.962775805	86
40.635114113	-74.13157748	39
40.635114314	-74.029246555	99
40.635114382	-74.153501436	9
40.63511479	-74.027311774	70
40.635115352	-73.896477966	11
40.635115851	-74.033660166	33
40.635119865	-74.091736077	3
40.635123355	-73.99377555	51
40.635126004	-74.130777648	22
40.635129437	-73.929625072	7
40.63513137	-74.153112356	2
40.635139382	-74.037450478	55
40.63514004	-74.152784507	9
40.635140978	-74.032179367	45
40.635141566	-73.960859019	18
40.635141912	-73.947895611	506
40.635145612	-73.88777319	18
40.635158242	-74.140671419	40
40.635162064	-73.929120625	17
40.635163341	-74.030698566	50
40.635166873	-74.101139844	16
40.635169807	-74.153105239	4
40.635172926	-73.999143941	3
40.63517467	-73.984800598	2
40.635186728	-74.02477893	169
40.635187991	-74.153876312	26
40.635188348	-73.911588634	72
40.635191658	-74.144710403	71
40.635194687	-73.928612574	52
40.635196504	-73.918931441	275
40.635199176	-74.133977216	24
40.635201854	-73.94692637	65
40.63520271	-74.146818155	5
40.635203057	-74.075468861	8
40.635210463	-74.088201704	4
40.635210934	-74.009859117	76
40.635211269	-74.004487117	85
40.63521617	-73.96234339	117
40.635217529	-73.894143093	82
40.635224587	-73.928140555	32
40.63522503	-74.106645246	403
40.635226273	-74.158030611	53
40.635226474	-73.891956085	27
40.635227622	-74.168673754	29
40.635233819	-74.114625807	22
40.635233846	-74.132482058	20
40.635237798	-74.015209506	17
40.635238132	-73.889779881	74
40.635241461	-73.995486941	4
40.635242748	-73.981139983	9
40.635247973	-73.967628905	58
40.635259993	-74.126321052	2
40.635260585	-74.15902511	14
40.635261747	-74.089325894	58
40.635261804	-73.945989555	64
40.635262038	-74.031130966	3
40.635262766	-74.028317059	2
40.635265324	-73.927448744	18
40.63526623	-74.002318142	67
40.635269524	-73.91366383	83
40.635272574	-74.162231773	4
40.635272699	-74.020275268	69
40.635273479	-73.927322632	2
40.635275044	-74.162426339	9
40.635277965	-74.099651991	1
40.635279183	-73.986483155	34
40.635282586	-73.909239381	16
40.635285206	-74.133166722	10
40.635287952	-74.163002845	1
40.635292837	-73.89545445	44
40.635293022	-74.163298299	10
40.635294484	-74.078304491	8
40.635297083	-73.958199945	19
40.635298092	-74.163593755	2
40.63530169	-74.125841937	22
40.635306643	-73.91559857	114
40.635309023	-73.970082489	60
40.635312624	-73.991829936	37
40.635312671	-74.02620935	58
40.635312749	-74.006169703	31
40.635313476	-74.164354018	12
40.635314239	-73.926674055	13
40.635318191	-73.963784516	116
40.635319729	-73.90427085	18
40.635321721	-73.945002295	88
40.635322013	-73.900494946	32
40.635323049	-74.028727822	33
40.635323619	-73.88735855	19
40.635327035	-74.023236915	55
40.63532917	-73.902440533	3
40.635331274	-74.076661585	9
40.635331606	-74.165110685	10
40.635340644	-74.125359213	4
40.635342848	-73.89612092	37
40.63534382	-74.096456263	12
40.635344123	-73.926191225	12
40.635345739	-73.994906858	27
40.635346571	-74.14592854	6
40.635348562	-73.997165913	43
40.635351961	-73.917529699	20
40.635354177	-74.135216946	30
40.635354535	-73.957684686	1
40.635354948	-73.967376647	29
40.635357624	-74.085975268	5
40.635365591	-74.152424728	9
40.635369229	-73.960408515	26
40.635374004	-73.925708395	22
40.635378896	-73.944036654	68
40.635379628	-74.124847666	41
40.635379822	-74.092730852	4
40.635380587	-74.029134981	9
40.635380926	-73.98816932	10
40.635391041	-73.741895748	1
40.635401589	-74.085910472	1
40.635401812	-74.081842726	20
40.635403956	-74.117385971	72
40.635404208	-73.906872069	84
40.635406626	-73.925221959	34
40.635411985	-73.957169425	28
40.635415868	-74.124332509	5
40.635419309	-73.901925177	39
40.635419693	-74.007852297	116
40.6354212	-74.018607141	35
40.635433847	-74.035000629	2
40.635436504	-73.924739129	10
40.6354382	-73.908183502	37
40.635438821	-73.943099834	53
40.635439174	-74.000340121	24
40.635444717	-74.120437756	140
40.635445355	-74.132341962	1
40.635447184	-74.083633456	13
40.635447825	-73.903186174	18
40.635448257	-73.979115059	12
40.635450378	-74.170245212	28
40.635450579	-74.109063197	2
40.635453051	-74.127967973	45
40.635453196	-73.950435458	211
40.6354546	-73.984508695	14
40.635455637	-73.998852096	5
40.635457398	-74.095206198	28
40.635457619	-74.123795744	27
40.635461923	-73.967124386	12
40.635462012	-74.160239791	181
40.635463644	-73.924270712	13
40.635463962	-73.95670461	2
40.635467803	-74.145564905	13
40.635469336	-73.741315365	7
40.635471083	-73.92728999	7
40.635476123	-74.077591317	14
40.63548314	-73.740133534	14
40.63548411	-73.891559341	34
40.635484116	-74.032039017	21
40.635484255	-74.116697944	40
40.635485581	-74.162999725	26
40.635488133	-73.989855489	65
40.635488815	-73.965232816	25
40.63549137	-73.949851749	31
40.635493392	-73.886947526	1
40.63549353	-73.923805895	18
40.635493814	-74.090907908	9
40.63549437	-73.885164054	127
40.635498723	-73.942130584	52
40.635499551	-74.090594457	84
40.635501907	-74.009560113	60
40.635502066	-73.905700967	96
40.635502116	-74.123255382	6
40.635504347	-74.08045571	1
40.635505032	-74.001957853	12
40.635505797	-73.97856739	41
40.635508035	-74.090277408	5
40.63551561	-73.908882371	23
40.635515938	-73.956243396	31
40.635516265	-73.913277993	136
40.635517588	-74.15164323	107
40.635521417	-73.99519148	29
40.635522669	-73.980851667	9
40.635523399	-73.92331946	28
40.635526656	-73.963348444	33
40.63552854	-74.016693995	130
40.635529133	-74.091365534	58
40.635537589	-74.087553602	36
40.635542116	-74.169459998	22
40.635544182	-74.021651685	137
40.635548069	-74.133714898	39
40.635548608	-73.948936552	1
40.635550522	-73.922833028	56
40.635551374	-74.036600409	16
40.635554771	-74.137343107	13
40.63556059	-73.978023324	141
40.635561194	-73.918412169	12
40.635561361	-73.94116133	42
40.635561784	-74.11603153	13
40.635562458	-74.075721475	30
40.63556405	-73.969181633	68
40.635564451	-74.091823159	3
40.635566477	-73.903931816	28
40.635566811	-73.897947278	106
40.635567911	-73.955778579	1
40.635570342	-73.895763872	20
40.635571457	-73.900112658	27
40.635574647	-74.020152859	47
40.635575629	-74.138261909	23
40.635576698	-74.146271326	3
40.635577933	-74.092125828	1
40.635580425	-73.959968827	27
40.635581062	-74.128858154	1
40.635584096	-74.011264331	109
40.635584812	-74.150616534	100
40.635586887	-74.165100507	47
40.635589826	-73.991541665	26
40.635590564	-74.117422329	6
40.635592732	-74.005877889	2
40.635594398	-74.107906879	7
40.635595972	-73.917147483	19
40.635598219	-74.075602618	21
40.635598836	-74.089992896	28
40.635605423	-74.030050234	18
40.635608775	-73.887051817	24
40.635612027	-74.03575014	17
40.635617139	-73.955317365	34
40.635617452	-74.130663316	3
40.63561852	-73.94022811	35
40.635620866	-73.977457637	78
40.635625377	-74.159216937	92
40.635627079	-74.092450163	26
40.635627238	-73.982534224	47
40.635627642	-74.029037808	33
40.635629919	-73.926720547	17
40.635639313	-74.115361511	76
40.635641553	-74.013000974	1
40.635644604	-73.963103377	23
40.635646805	-73.961446007	86
40.635648921	-73.910874635	205
40.635650285	-74.146682227	2
40.635650547	-73.740122073	2
40.635651426	-74.129748225	16
40.635653786	-74.143911542	19
40.635656898	-74.099476011	6
40.635657758	-74.076878139	17
40.635658906	-74.152710032	10
40.635663608	-73.987877428	13
40.63566493	-74.099710217	1
40.635666307	-74.107326915	2
40.635667656	-73.966688326	16
40.635669108	-73.954852548	1
40.635669241	-74.144718644	4
40.635675671	-73.939294887	40
40.635683883	-73.976888345	28
40.635689639	-74.08970478	11
40.635692049	-74.134994245	231
40.63569371	-74.01294694	128
40.635696985	-73.993220638	81
40.635701311	-73.922573439	101
40.635708012	-74.168638938	9
40.635711326	-74.114713099	11
40.635712149	-73.900930324	25
40.635717958	-74.016503085	26
40.635718332	-73.95438773	15
40.635719034	-74.130641897	3
40.6357205	-73.88903687	53
40.635720997	-74.080726195	3
40.635722317	-74.023074919	109
40.635723915	-74.140470845	34
40.635729322	-74.147121965	11
40.635729903	-74.123284627	3
40.635730058	-74.003838614	109
40.635731627	-74.088652766	15
40.635732858	-73.998560251	3
40.635734529	-73.984220391	8
40.635735561	-73.938361662	46
40.635735941	-73.976427146	28
40.635736341	-74.082311525	92
40.635737425	-74.116057056	1
40.635740956	-74.106746955	4
40.635742157	-74.031931051	53
40.6357448	-73.979705855	13
40.635746293	-74.083734715	79
40.63574658	-74.001601166	33
40.635747531	-74.132126383	45
40.635748327	-74.121447138	195
40.635748637	-73.90852896	15
40.635749131	-74.026040181	48
40.635752283	-74.170260395	1
40.635753828	-74.136140119	5
40.635761319	-73.741775417	1
40.63576255	-73.962854706	1
40.635763981	-74.020473582	5
40.635765752	-73.912895753	94
40.635767239	-73.914880994	110
40.635768434	-73.994849178	56
40.635769152	-73.891119315	22
40.635770091	-74.149561277	62
40.635772534	-74.15394972	23
40.635774243	-74.034860291	20
40.635781417	-74.131297762	65
40.635782945	-74.139328823	21
40.635784045	-73.886647985	15
40.635784886	-73.893263064	79
40.635787995	-73.975962342	19
40.635789817	-74.028104707	14
40.635791738	-74.134245026	42
40.635792879	-74.009257505	78
40.635794364	-73.959525531	18
40.635795423	-73.937392403	294
40.635798629	-73.994896015	3
40.635799386	-74.033379478	33
40.63580058	-73.895406816	12
40.635800831	-74.076363077	1
40.635802588	-73.980556141	15
40.635807399	-74.117426313	3
40.635808357	-74.147561704	2
40.635810476	-73.903589182	10
40.63581235	-73.994841969	1
40.635815885	-73.958300503	76
40.635819366	-74.108018935	1
40.635820897	-73.899726765	19
40.635824175	-74.102772993	8
40.635824993	-73.953425659	19
40.635826277	-73.916790501	13
40.635827348	-74.085485868	92
40.635830271	-74.03090064	17
40.63583635	-73.901730004	5
40.635837266	-74.164679578	34
40.635837304	-73.975501143	53
40.635838409	-74.157996031	1
40.635839049	-73.985899358	36
40.635843738	-74.116781442	18
40.635844911	-74.165090337	29
40.635848808	-74.158417606	5
40.635850323	-73.962667302	3
40.635850644	-74.135506191	12
40.635852358	-74.16563801	16
40.635852529	-73.936419543	7
40.635856266	-73.99483476	1
40.635862542	-74.166189294	120
40.635864476	-74.158997725	1
40.635864708	-74.086909096	13
40.635868437	-74.143465235	13
40.635869096	-74.080895714	12
40.635870496	-73.740283353	33
40.635871623	-73.926976093	1
40.635872518	-73.991249786	46
40.635872566	-74.166848666	29
40.635874697	-74.028944238	9
40.63587546	-74.005586072	21
40.63588485	-74.019915156	1
40.635885331	-74.167508046	33
40.63588661	-73.97503634	16
40.635886691	-74.086876698	4
40.635889281	-74.083378198	36
40.635890274	-74.16788277	5
40.635897602	-73.74013192	16
40.635897966	-74.168253898	6
40.635900435	-74.024490955	166
40.635900447	-74.168434054	2
40.635901968	-73.919006246	13
40.635903012	-73.96436428	62
40.635904631	-74.01630857	23
40.635907554	-74.116104191	4
40.635908482	-73.996585808	27
40.635908876	-74.109150419	14
40.63590965	-73.935486315	1
40.635911853	-74.162413478	67
40.635911931	-73.91024376	1
40.635912601	-74.018081242	33
40.635917512	-73.885610096	2
40.635920928	-74.169439342	26
40.635928629	-73.897391864	58
40.635931645	-73.952463587	26
40.635932157	-74.163580898	29
40.6359341	-73.979201379	20
40.63593529	-74.101281525	20
40.635936178	-74.170264467	7
40.635936725	-73.925769019	22
40.635938567	-73.902504496	40
40.635938659	-73.974571534	191
40.635940841	-73.962483498	141
40.635942583	-73.952362695	22
40.635943901	-74.075848012	102
40.63594629	-73.987585535	6
40.635946468	-74.17072928	15
40.635947915	-74.089362843	25
40.635950774	-73.952258202	18
40.635953441	-73.967833935	145
40.635953827	-73.886247765	50
40.635956751	-74.171197696	9
40.635957939	-73.999687981	53
40.635970966	-74.012655151	39
40.63597097	-74.161365149	129
40.635971476	-73.741244962	1
40.635971856	-74.148484432	3
40.635972232	-73.934517048	23
40.635979667	-74.007272281	102
40.63597975	-73.928698206	20
40.635985347	-74.130581167	8
40.63598538	-74.001240872	22
40.635987137	-73.908157525	25
40.635990706	-73.974106728	29
40.635993078	-74.037245587	14
40.635996655	-74.122809524	14
40.636000195	-74.031826688	6
40.636011823	-74.029387466	2
40.636012001	-74.12885178	16
40.636014457	-73.983928483	17
40.636015234	-73.912509906	86
40.636017195	-74.081065234	1
40.63601915	-73.951674468	18
40.636027882	-74.155924754	1
40.636029316	-73.933547787	80
40.636032267	-74.08302168	10
40.636032663	-74.134771549	266
40.636033565	-73.895053357	19
40.636034314	-74.133355573	32
40.636034375	-74.026966263	79
40.636035324	-74.156508458	5
40.63604294	-74.156962454	1
40.636046964	-74.131907192	14
40.636048017	-73.989271719	22
40.636050967	-73.973559049	27
40.636053825	-74.135448955	43
40.636053835	-73.916433521	27
40.636054193	-73.890679283	8
40.636055942	-74.084434085	58
40.63606098	-73.886355672	28
40.636065898	-73.9589633	7
40.636067562	-74.087251646	38
40.636074985	-74.136126363	15
40.63607856	-73.899330049	53
40.636081864	-73.965819796	19
40.636082037	-73.951101546	91
40.636082387	-73.921910045	26
40.63608385	-74.008954893	60
40.636084542	-73.909847198	1
40.636085251	-73.980267819	7
40.636088	-74.019706241	40
40.636088365	-74.108008561	1
40.63608841	-73.960545002	90
40.636089161	-73.932618153	27
40.636090744	-74.136724493	74
40.636095678	-73.950906974	18
40.636098813	-74.092908398	1
40.636099595	-74.113449113	78
40.636103751	-74.137326221	60
40.636104402	-74.032165419	2
40.636106465	-73.957302292	78
40.636108774	-73.994578928	21
40.636111476	-74.0258926	94
40.636112236	-73.910160622	133
40.636114187	-74.137780222	45
40.636114638	-74.034723555	8
40.636114853	-74.02291292	40
40.63611579	-73.92678847	7
40.636122955	-73.95050702	33
40.636123039	-73.740293179	4
40.636127361	-74.138237831	37
40.636137689	-74.138778303	61
40.636146206	-74.029827091	1
40.636147167	-74.112523221	51
40.63615076	-74.139318782	5
40.636152697	-74.005294252	17
40.636153595	-74.032922074	1
40.636155209	-73.990957907	7
40.636158671	-73.906435053	4
40.636160276	-73.962033	35
40.636161128	-73.949919703	22
40.636161144	-74.139808812	19
40.636165299	-74.081227549	6
40.636166049	-74.010659125	178
40.636187085	-73.981950391	33
40.636188373	-73.949454894	60
40.636189161	-73.88831549	120
40.636192509	-73.926575809	1
40.636199609	-73.924821137	58
40.636200349	-74.111464027	30
40.636205301	-74.11480042	152
40.636215087	-74.028800266	57
40.636215614	-73.948986484	21
40.636218222	-74.165076848	45
40.636223482	-73.987293639	16
40.63622418	-74.000884178	31
40.636228382	-73.907786083	13
40.636229555	-73.994784289	49
40.636231733	-73.971912403	41
40.63623624	-73.885944631	63
40.636239572	-74.126603941	48
40.63624278	-73.91215291	110
40.63624559	-73.948500055	29
40.636246107	-74.079498203	14
40.636247925	-74.110516514	28
40.636250967	-74.012363361	27
40.636251587	-74.003190103	66
40.636255533	-74.089103838	10
40.636256697	-74.076014107	99
40.636256886	-73.992640498	39
40.636266219	-73.914112917	145
40.636270414	-74.087597799	13
40.636272355	-74.0302487	12
40.636273714	-74.125505086	110
40.636274353	-74.152246653	11
40.636275565	-73.948017228	59
40.636282304	-74.086394409	138
40.63628239	-74.132451712	16
40.636284129	-74.036925081	55
40.636286847	-74.140266658	26
40.636287145	-74.15294927	21
40.636287594	-73.965383726	12
40.636291639	-73.983636572	11
40.636292636	-73.890307782	5
40.636292786	-73.997976551	12
40.636294727	-73.971361117	16
40.636296252	-74.07428831	2
40.636298307	-73.74133377	5
40.636300164	-73.892465975	233
40.636303968	-73.902911103	13
40.636305537	-73.947530798	24
40.636309901	-73.921463005	263
40.636310592	-74.108117011	3
40.6363134	-74.081393469	5
40.636316869	-74.027888748	5
40.636317204	-73.963499336	25
40.636318621	-73.894613342	22
40.636320121	-74.109648307	10
40.636323064	-74.154822921	1
40.636327394	-74.153641141	5
40.636331895	-74.082402334	56
40.63633251	-74.157968377	29
40.636333475	-73.898929729	28
40.636334686	-73.958401065	61
40.636335075	-74.019446898	55
40.636338142	-74.15381411	6
40.636338251	-73.947044365	37
40.636340588	-74.031686333	14
40.63634376	-74.171202292	28
40.636345087	-74.158800704	21
40.636350402	-74.035664064	14
40.63635464	-74.13168081	20
40.636354978	-73.970827845	32
40.63635782	-74.014045988	99
40.636361283	-73.994319489	9
40.636363841	-74.00866669	112
40.636365169	-73.979975892	13
40.636365484	-73.946579556	16
40.636366884	-73.956404974	50
40.63636833	-74.085137069	46
40.636369999	-74.11750657	351
40.636376802	-74.015829484	1
40.636376964	-73.9615825	35
40.636386366	-73.89667416	88
40.636389772	-74.134527265	92
40.636395458	-73.946111139	36
40.636395589	-74.089010347	16
