		188146
40.503826793	-74.237616934	1
40.503836572	-74.238195906	3
40.503857342	-74.246556418	2
40.503920042	-74.237653224	8
40.503923143	-74.23880392	16
40.503948916	-74.246092885	1
40.504035586	-74.232162702	4
40.504050861	-74.239422871	2
40.504084023	-74.237995417	2
40.504123748	-74.245201746	3
40.504237603	-74.250941232	9
40.504268564	-74.251843922	6
40.504298527	-74.244332175	2
40.504319356	-74.228905792	2
40.50434519	-74.237798572	5
40.504382162	-74.250103926	13
40.504387302	-74.243890202	7
40.504459361	-74.23833477	16
40.504478813	-74.243451834	2
40.504535083	-74.249205517	12
40.504620153	-74.238889116	7
40.504659159	-74.242539124	1
40.504742072	-74.239655485	11
40.504789551	-74.237943989	5
40.504839467	-74.241640794	7
40.504849807	-74.248368836	12
40.504922905	-74.238494643	9
40.504931	-74.241188035	7
40.504966287	-74.223769401	7
40.504982213	-74.239012671	4
40.505019785	-74.240735265	1
40.50503842	-74.24745976	19
40.505069682	-74.240501709	1
40.50513628	-74.240156736	3
40.505146593	-74.253235269	4
40.505202877	-74.239811764	2
40.505218836	-74.246529075	9
40.505277806	-74.238100354	1
40.505369269	-74.238996075	7
40.505396409	-74.245641524	27
40.505522758	-74.253179158	1
40.505535647	-74.238183979	13
40.505571199	-74.244768344	11
40.505683882	-74.224562919	1
40.50570674	-74.251896087	5
40.505751495	-74.24388439	17
40.505768073	-74.251464799	1
40.505769111	-74.240741559	14
40.505865686	-74.236538189	11
40.505915337	-74.25314828	6
40.505931838	-74.242975261	23
40.505952138	-74.250134971	3
40.506066607	-74.249247185	1
40.506109397	-74.242080499	24
40.506133788	-74.239613725	6
40.506195693	-74.234895979	17
40.506215904	-74.238405759	26
40.506274884	-74.248133197	1
40.506276887	-74.252250645	9
40.50630527	-74.229577854	1
40.506330467	-74.251599966	7
40.506399922	-74.247428839	1
40.506413945	-74.224594139	2
40.506417454	-74.23248023	6
40.506510784	-74.250730406	5
40.506517926	-74.237036749	2
40.506568635	-74.254377001	7
40.506572873	-74.232991407	2
40.506574063	-74.240399238	2
40.506599016	-74.25305018	21
40.506666324	-74.246081311	2
40.506700236	-74.231089547	1
40.506729342	-74.231629053	13
40.506764864	-74.233063997	6
40.506781291	-74.235771875	11
40.506787886	-74.239216908	2
40.506838489	-74.225055858	4
40.506843862	-74.245208125	2
40.506882386	-74.248987715	9
40.506890077	-74.253000937	1
40.506905622	-74.252173903	2
40.506926813	-74.253767035	2
40.506932647	-74.24476254	3
40.507011825	-74.251307654	2
40.507038491	-74.230770666	1
40.507061785	-74.234176214	12
40.507115719	-74.243864194	3
40.50712107	-74.23870746	5
40.507162348	-74.239973422	3
40.507204515	-74.243411414	1
40.507218815	-74.235237604	1
40.507248825	-74.252128449	1
40.507255232	-74.250456301	4
40.507255725	-74.241257554	1
40.507261965	-74.23156617	17
40.507263506	-74.252941217	3
40.507277733	-74.237283975	3
40.507290455	-74.248140562	20
40.507336391	-74.254735934	3
40.507379318	-74.242523819	10
40.507403584	-74.238805563	1
40.507428312	-74.236140956	5
40.507462595	-74.251025257	2
40.507487632	-74.239305719	3
40.507592029	-74.252082994	5
40.507606255	-74.240334624	2
40.50761311	-74.25248224	15
40.507648965	-74.24736154	18
40.507658931	-74.251615754	4
40.507663233	-74.253403029	4
40.507664989	-74.227683787	2
40.507667993	-74.224767368	1
40.507699384	-74.254431649	3
40.507709238	-74.254938736	1
40.507724807	-74.223785825	15
40.507734186	-74.227392738	7
40.50773711	-74.230057455	22
40.507750107	-74.255075543	7
40.507791666	-74.251166742	1
40.507859443	-74.246492062	27
40.507889434	-74.242723455	10
40.507916094	-74.25075006	6
40.507953343	-74.227609251	3
40.507965843	-74.249333381	4
40.507966271	-74.233470949	28
40.507981532	-74.244593767	17
40.507983792	-74.2288608	6
40.508011534	-74.235499313	13
40.508075381	-74.245633386	55
40.508123861	-74.230191842	11
40.508159235	-74.241037856	11
40.50816497	-74.249905906	3
40.508208525	-74.227653273	2
40.508254262	-74.251751052	17
40.508299655	-74.243433382	30
40.508302939	-74.254570599	6
40.508355731	-74.249277297	3
40.508402294	-74.242923105	2
40.508422059	-74.249068967	3
40.508463604	-74.234562315	5
40.508485923	-74.230318953	1
40.50850801	-74.22471625	1
40.508524762	-74.230114107	1
40.508558338	-74.224245325	13
40.508566723	-74.235141655	6
40.508574742	-74.239230494	17
40.508579675	-74.248533729	2
40.508607922	-74.25319084	19
40.508608657	-74.223777995	4
40.508650547	-74.23709106	3
40.508651569	-74.248289459	6
40.508659388	-74.232772122	6
40.508660539	-74.229474461	15
40.508684928	-74.233710804	1
40.508723455	-74.248048783	2
40.508741897	-74.240676745	1
40.508751711	-74.233265115	2
40.508761762	-74.222678086	188
40.50876769	-74.247901505	7
40.508774796	-74.243298457	4
40.50879877	-74.235757413	4
40.508808503	-74.240328157	4
40.508809181	-74.247754217	2
40.508821556	-74.238015877	30
40.508831531	-74.230438817	17
40.50887387	-74.228482654	13
40.508930868	-74.247330321	2
40.509005414	-74.249664508	13
40.509052561	-74.246902827	23
40.509058577	-74.244090647	9
40.50906595	-74.240598796	6
40.509073438	-74.234327106	5
40.509133422	-74.235862882	1
40.50915245	-74.230551404	1
40.509174394	-74.230558672	2
40.509179726	-74.246482545	18
40.509188973	-74.24343662	3
40.509236745	-74.251826675	1
40.509241747	-74.235241126	6
40.509250037	-74.243116782	11
40.509268841	-74.231364541	4
40.509271249	-74.248590243	26
40.509274397	-74.240675065	1
40.509279251	-74.244868227	3
40.509297824	-74.230602252	2
40.509298625	-74.240901711	2
40.509304153	-74.246058654	5
40.509304912	-74.250780442	3
40.509310732	-74.219828146	6
40.509315748	-74.236629511	9
40.509323826	-74.241969868	28
40.509324862	-74.228059847	2
40.509367603	-74.247188089	34
40.509418308	-74.229376369	9
40.509418691	-74.235957389	2
40.509421261	-74.230642236	1
40.509428541	-74.245652742	16
40.509472154	-74.233976078	4
40.509522492	-74.240168895	1
40.509523575	-74.252453492	1
40.509524701	-74.224151469	12
40.509550173	-74.245250416	2
40.509588765	-74.250260058	3
40.509594884	-74.243589138	1
40.509630326	-74.244991783	3
40.509670906	-74.218074386	14
40.509673664	-74.218067202	27
40.509682643	-74.247473354	4
40.509756727	-74.237084194	13
40.509815562	-74.244366722	34
40.509825799	-74.249811419	4
40.509854605	-74.233524294	2
40.509923388	-74.236128192	1
40.509939571	-74.249243642	3
40.509952748	-74.248229559	79
40.509992749	-74.239742634	4
40.509998853	-74.240760386	9
40.510000795	-74.243741657	23
40.510060092	-74.249359172	4
40.510104474	-74.247877692	18
40.510125546	-74.25081229	14
40.510128937	-74.230885624	19
40.510145569	-74.236200901	3
40.510166535	-74.238009876	10
40.510221625	-74.252060543	3
40.510235385	-74.243138346	39
40.510248399	-74.234241319	4
40.510291827	-74.248820601	18
40.510317188	-74.24596888	19
40.51037232	-74.249673208	8
40.510454605	-74.239395456	4
40.510482604	-74.214110379	7
40.510496675	-74.236313626	2
40.510505792	-74.237216315	10
40.510519295	-74.242574768	3
40.510526312	-74.24827844	21
40.510545347	-74.235335618	10
40.510560642	-74.242492204	2
40.510601981	-74.242413237	5
40.510622855	-74.23635363	2
40.510639626	-74.23217125	2
40.510668738	-74.248419223	15
40.510669958	-74.247854615	6
40.510712229	-74.242197862	20
40.510713855	-74.250393735	9
40.510720183	-74.234401207	1
40.51075546	-74.251451191	1
40.510825222	-74.241982494	10
40.510848578	-74.251545044	1
40.510878368	-74.233553044	8
40.510880126	-74.244568408	27
40.510932558	-74.231190486	2
40.510948906	-74.247057278	5
40.510954502	-74.231197754	1
40.511013149	-74.240066362	20
40.511057811	-74.252509634	7
40.511068352	-74.247672682	2
40.511078716	-74.246683745	4
40.51108213	-74.2305185	7
40.511108767	-74.251804956	2
40.511161556	-74.241286034	87
40.511271996	-74.210261288	2
40.511284398	-74.250568494	4
40.511333271	-74.236593496	26
40.511348318	-74.234611995	19
40.511368947	-74.252068464	6
40.511375949	-74.224923685	7
40.511379428	-74.251043561	7
40.51143694	-74.24345919	18
40.51143976	-74.245998184	8
40.511461196	-74.238442445	60
40.51150064	-74.24058598	11
40.511559073	-74.251734726	11
40.511586076	-74.240420856	13
40.511586338	-74.249303727	241
40.511668775	-74.240252128	7
40.511675663	-74.252389693	4
40.51170186	-74.232178535	3
40.51171984	-74.231430564	6
40.511743787	-74.210435395	26
40.511746461	-74.251397377	1
40.51175382	-74.242881338	53
40.511798056	-74.245312607	6
40.511812076	-74.239979323	58
40.511818094	-74.251275372	3
40.511861866	-74.235822159	1
40.511886989	-74.25114976	2
40.511910798	-74.241331894	2
40.511955385	-74.23970292	3
40.512011473	-74.197262911	1
40.512038254	-74.249754952	15
40.512047943	-74.252851429	4
40.512076318	-74.244828123	5
40.512081154	-74.210569521	1
40.512089537	-74.247622521	36
40.512103747	-74.23699182	13
40.512113598	-74.234870019	4
40.512143538	-74.236330236	2
40.512173542	-74.250650946	30
40.512205981	-74.239311819	8
40.512248005	-74.234913647	2
40.512354578	-74.244343635	4
40.512355721	-74.231885905	4
40.512402941	-74.231609151	1
40.512410796	-74.250101594	24
40.5124601	-74.250148531	15
40.512482643	-74.248616569	10
40.512495129	-74.238859713	4
40.512530939	-74.238798703	3
40.512546846	-74.23102704	5
40.512585381	-74.235029916	2
40.512609954	-74.233749699	8
40.512621173	-74.197059718	9
40.512623407	-74.249523376	18
40.512682419	-74.243776608	2
40.512701908	-74.19799501	3
40.512713952	-74.241845476	27
40.512717567	-74.193643461	3
40.512747709	-74.25042293	35
40.512762153	-74.238486645	5
40.512784153	-74.246265666	18
40.512825385	-74.237113058	7
40.512829016	-74.194287533	1
40.51285	-74.204332245	2
40.512890808	-74.24899211	3
40.512975496	-74.195312925	6
40.512990623	-74.238174575	1
40.512995572	-74.248780314	2
40.513009976	-74.240738862	16
40.513032939	-74.203329416	1
40.513084335	-74.208342925	1
40.513100342	-74.24856492	6
40.513122042	-74.196295165	1
40.513131205	-74.25078041	8
40.513208921	-74.19685286	4
40.513211699	-74.250370723	16
40.513229837	-74.250863497	9
40.513232903	-74.237819395	18
40.51324898	-74.202229578	10
40.513274347	-74.2493316	7
40.513312434	-74.195709513	9
40.513332003	-74.200276987	5
40.513339944	-74.203564115	1
40.513348455	-74.248065943	19
40.513362603	-74.245314751	27
40.513385497	-74.201079144	2
40.513401396	-74.24256005	10
40.513425614	-74.250454241	19
40.513456481	-74.248882729	2
40.513475184	-74.237464213	1
40.513484538	-74.251123394	1
40.513522062	-74.237360084	7
40.513538588	-74.231961936	4
40.513560534	-74.239978407	15
40.513586762	-74.195800226	2
40.513596576	-74.247563367	1
40.51362952	-74.194868881	14
40.513646099	-74.205812803	1
40.513648896	-74.251275061	9
40.513657864	-74.235393328	12
40.513670351	-74.196677994	6
40.513684781	-74.247391065	3
40.513701397	-74.244762146	60
40.513703932	-74.237015474	4
40.513731609	-74.242165642	4
40.513760381	-74.238914583	7
40.513770242	-74.247218753	6
40.513775216	-74.201105492	5
40.513812611	-74.249204135	1
40.513830748	-74.20385692	2
40.513864138	-74.200483578	3
40.513883058	-74.236670852	1
40.513907843	-74.211312541	29
40.513929426	-74.202382686	18
40.514045683	-74.236340556	5
40.514064557	-74.241774837	2
40.514067893	-74.193719301	3
40.514091649	-74.243242281	25
40.514172338	-74.246590863	12
40.514211052	-74.236010268	4
40.514223321	-74.247134114	3
40.514225815	-74.23816459	20
40.514245578	-74.195766191	14
40.514264972	-74.248184431	27
40.514304759	-74.235823583	20
40.514370621	-74.246285895	2
40.514395716	-74.235640484	13
40.514415431	-74.200722597	1
40.5144221	-74.206250363	11
40.514438931	-74.201409589	2
40.514508309	-74.246077808	11
40.514530135	-74.239654609	2
40.514565104	-74.196712994	13
40.514578155	-74.244218694	5
40.514623249	-74.247513221	1
40.514627115	-74.202097082	8
40.514643251	-74.24586971	1
40.514644606	-74.23740363	31
40.514668031	-74.245833837	5
40.514671534	-74.203366768	2
40.514675477	-74.241028981	2
40.514719133	-74.204384712	6
40.514720367	-74.245747714	4
40.514728936	-74.235105785	17
40.514753282	-74.239263394	10
40.514784651	-74.24392094	1
40.514787842	-74.194865064	1
40.514788647	-74.248456111	45
40.514814763	-74.246528496	17
40.514828703	-74.239950591	5
40.514898615	-74.240644962	11
40.514905543	-74.241267178	3
40.5149214	-74.245439155	8
40.514921815	-74.242662672	41
40.514976776	-74.196742978	1
40.514978102	-74.236739465	25
40.514997836	-74.203554777	1
40.515059409	-74.234571071	2
40.515073983	-74.196077914	26
40.515113205	-74.232413364	2
40.515122432	-74.245130594	13
40.515127262	-74.24025017	1
40.51513529	-74.244249501	11
40.515171186	-74.195412848	1
40.515191285	-74.2385061	6
40.515202942	-74.202429699	28
40.515204583	-74.19514321	1
40.515210265	-74.235963444	4
40.515270427	-74.196769017	2
40.515304181	-74.24485433	28
40.515315785	-74.194312742	59
40.515366236	-74.204764324	3
40.515426323	-74.235007535	2
40.515430265	-74.211831654	1
40.515477384	-74.205541509	4
40.515485928	-74.244578065	15
40.51550333	-74.201747272	3
40.51551161	-74.236248632	4
40.515516504	-74.197327201	16
40.51555709	-74.239467675	2
40.515577021	-74.237802559	3
40.515612762	-74.203506298	27
40.515616199	-74.210728113	8
40.515632497	-74.244064299	15
40.515640347	-74.195532905	5
40.515663894	-74.208660265	2
40.515681572	-74.206473636	1
40.515697544	-74.232566449	1
40.515703478	-74.233699375	61
40.515704745	-74.238421615	8
40.515745155	-74.237465083	1
40.515747963	-74.196806389	7
40.515765585	-74.244726545	10
40.515769148	-74.23647972	2
40.51577747	-74.239087232	4
40.515779065	-74.24355053	1
40.51578389	-74.19825949	1
40.515784601	-74.243528971	2
40.515801393	-74.207002696	2
40.515821643	-74.204895193	6
40.515833768	-74.239731212	11
40.515848435	-74.23260294	2
40.515909698	-74.193703058	13
40.515934586	-74.196821325	3
40.515940514	-74.211987922	8
40.515968313	-74.235732345	3
40.51598092	-74.236275466	3
40.516000593	-74.238706798	1
40.516014579	-74.239897302	2
40.516015072	-74.19630366	2
40.516048213	-74.236919486	15
40.516077297	-74.196832534	2
40.516106768	-74.195649359	2
40.516113182	-74.239998359	1
40.516156726	-74.195325816	1
40.516158065	-74.19774989	17
40.516173965	-74.204342405	3
40.516217265	-74.196843736	3
40.516250074	-74.236197293	7
40.516263519	-74.230939179	1
40.516266293	-74.238970294	1
40.516306741	-74.194268868	5
40.516344801	-74.232824057	45
40.516354014	-74.236373893	1
40.516399954	-74.208414399	8
40.516427614	-74.237949447	36
40.516442002	-74.206411247	1
40.516444487	-74.19878295	1
40.516500663	-74.207368113	1
40.516513081	-74.24040261	15
40.516534737	-74.239233803	1
40.51654424	-74.195035627	1
40.516579523	-74.196877172	155
40.516603338	-74.232566004	12
40.516605699	-74.236781195	8
40.516632366	-74.202786492	14
40.516639373	-74.211080206	3
40.516694218	-74.20350959	15
40.516778216	-74.242237821	87
40.516798649	-74.198737248	1
40.516857374	-74.237192097	5
40.516859129	-74.23230794	1
40.516873619	-74.207556293	1
40.516881803	-74.195065384	1
40.516899053	-74.239591169	18
40.5169024	-74.231268676	1
40.516915716	-74.240810473	3
40.516921624	-74.2052834	32
40.516941783	-74.196910608	1
40.516982949	-74.212311324	10
40.516997921	-74.207121491	2
40.51709687	-74.238182012	15
40.517102961	-74.194138108	8
40.517149843	-74.20196444	3
40.517200213	-74.231949465	29
40.517219183	-74.238761501	4
40.517224862	-74.195091561	6
40.517263463	-74.204453633	5
40.517270837	-74.198691896	3
40.51728641	-74.234107729	161
40.517408327	-74.196955141	1
40.517420407	-74.233004037	17
40.517450942	-74.23818687	10
40.517481748	-74.239212016	1
40.517517783	-74.239043104	3
40.517541288	-74.231594582	1
40.517605259	-74.203645439	15
40.517631487	-74.238482436	3
40.517685985	-74.193474425	1
40.517695258	-74.231465637	1
40.517698213	-74.211439615	7
40.517709531	-74.240543585	27
40.517801946	-74.197905811	7
40.51780789	-74.194427886	2
40.517849236	-74.231333095	1
40.517872132	-74.196996071	3
40.5179329	-74.19516556	3
40.517936058	-74.196532292	2
40.517962293	-74.212612955	4
40.517999982	-74.196068513	1
40.518017936	-74.240073534	1
40.51802809	-74.208164114	2
40.518050602	-74.193738035	2
40.518105241	-74.204948949	1
40.518148932	-74.195640949	4
40.518215874	-74.204478127	2
40.518297874	-74.195216979	1
40.518323586	-74.239607065	2
40.518334793	-74.196101865	1
40.518354892	-74.193965507	4
40.518408092	-74.210506727	7
40.518417672	-74.212754675	2
40.518477161	-74.194703179	8
40.518481391	-74.225389983	18
40.518503321	-74.197066267	23
40.518506492	-74.21222265	6
40.51851477	-74.199968815	3
40.51852625	-74.199681115	1
40.51853153	-74.239924318	7
40.518547117	-74.209532466	5
40.518558673	-74.18694899	2
40.518594041	-74.198577139	3
40.518657678	-74.230605766	23
40.518684123	-74.211158596	6
40.51870555	-74.199170923	13
40.518736728	-74.240241562	3
40.518775673	-74.210630172	1
40.518830076	-74.206368267	30
40.518844502	-74.201336543	2
40.518850447	-74.22193121	9
40.51885062	-74.210173628	3
40.518868432	-74.187198027	1
40.518928297	-74.209724285	1
40.518978294	-74.195391607	13
40.518982258	-74.197884129	8
40.51902931	-74.205473303	9
40.519051085	-74.19616511	10
40.519090142	-74.209778745	1
40.51913451	-74.197136465	46
40.519176436	-74.207606604	4
40.519180629	-74.200618214	6
40.519187882	-74.211857948	6
40.51928928	-74.204377105	10
40.519359974	-74.210819042	12
40.519373247	-74.197173136	3
40.519373938	-74.240046033	1
40.519407295	-74.227716587	5
40.51943044	-74.208305156	8
40.519466026	-74.187674468	4
40.519507151	-74.187703357	5
40.519571622	-74.199914429	3
40.5195905	-74.198526147	6
40.519646279	-74.207341904	10
40.519718877	-74.195695898	2
40.519732046	-74.228663637	21
40.519733557	-74.196742591	24
40.519749712	-74.234868075	3
40.519798574	-74.197242729	13
40.519808856	-74.220265503	4
40.519833293	-74.213136837	14
40.519840788	-74.209061751	10
40.519851017	-74.206443353	1
40.519858057	-74.187966906	13
40.519860421	-74.228980589	4
40.519944261	-74.21101511	1
40.519985123	-74.197300827	1
40.519991533	-74.22930115	7
40.52000794	-74.195193199	4
40.520022809	-74.196131994	30
40.520119353	-74.205278833	6
40.520130567	-74.19731924	2
40.520184715	-74.230150648	4
40.520229268	-74.197384274	6
40.520256177	-74.218875028	9
40.520266955	-74.210170888	2
40.520273504	-74.19879074	4
40.520293253	-74.229406491	3
40.520321983	-74.187935838	3
40.520391058	-74.197474671	1
40.520469515	-74.184979704	1
40.520511668	-74.197568544	1
40.520538014	-74.196611878	22
40.520572642	-74.195622865	16
40.52060373	-74.188526502	4
40.520631724	-74.210330293	10
40.520647081	-74.229533592	1
40.520665328	-74.184401163	2
40.52069646	-74.229548149	1
40.520712333	-74.233921903	2
40.520732306	-74.212352007	7
40.520769979	-74.211273088	20
40.520770977	-74.204662185	11
40.520813395	-74.207029006	37
40.520818162	-74.234519342	1
40.520830756	-74.232375694	3
40.520840719	-74.228782526	2
40.520847418	-74.20945695	6
40.520863878	-74.183826224	4
40.52092674	-74.235113195	25
40.520937035	-74.217355809	11
40.520946078	-74.229628136	4
40.52094838	-74.182474059	3
40.521049516	-74.215931839	7
40.521066157	-74.217295084	26
40.521067885	-74.18326928	1
40.521083391	-74.176884989	12
40.521119896	-74.237286352	29
40.521160181	-74.180453229	1
40.521161973	-74.214511461	1
40.521204044	-74.214029622	12
40.521223404	-74.185560877	1
40.521243369	-74.213547774	2
40.52128747	-74.198139134	18
40.521288307	-74.239459432	7
40.521317564	-74.210530277	16
40.521356614	-74.223273953	1
40.521387823	-74.209634888	4
40.521391528	-74.213580619	1
40.521394402	-74.209037835	2
40.521442686	-74.209653044	1
40.521527102	-74.211516468	5
40.521611916	-74.213149702	13
40.521639742	-74.184400254	7
40.521664105	-74.19938116	4
40.521686893	-74.212682351	1
40.521690951	-74.181548102	3
40.52170086	-74.200341627	20
40.52170603	-74.178936835	1
40.52177296	-74.21215389	10
40.521776601	-74.214624935	13
40.521783144	-74.216984489	122
40.52182956	-74.209733388	1
40.521859025	-74.211625425	2
40.521883091	-74.222131911	7
40.52199934	-74.186084576	1
40.522022586	-74.213715719	28
40.522056546	-74.2116836	1
40.522081977	-74.222898705	17
40.522097138	-74.183304474	6
40.522102397	-74.223690084	3
40.522110011	-74.180376663	1
40.522183891	-74.198796421	1
40.522208849	-74.185527644	1
40.522219362	-74.209713029	1
40.522307665	-74.234977775	141
40.522368546	-74.198361748	3
40.522373753	-74.216734624	18
40.522383864	-74.215738322	18
40.522391229	-74.214738412	3
40.522394036	-74.228910137	14
40.522405826	-74.229877739	17
40.522418348	-74.184974306	1
40.522425128	-74.198973385	1
40.52242559	-74.204951404	7
40.522446985	-74.21427819	6
40.522450714	-74.174831191	7
40.522467648	-74.220756247	8
40.522502741	-74.213817967	4
40.52252213	-74.216652377	10
40.522580307	-74.190006802	18
40.522663615	-74.19915394	1
40.5226672	-74.219753371	8
40.522694581	-74.233684251	40
40.522721105	-74.223113053	2
40.522738293	-74.222742629	1
40.52276341	-74.21386556	1
40.522808903	-74.199262281	3
40.522815222	-74.209585411	9
40.522823302	-74.221365298	9
40.522863045	-74.220682018	2
40.522872953	-74.20650664	14
40.522882593	-74.179555055	1
40.522894178	-74.220192941	10
40.522902377	-74.180939918	5
40.52290687	-74.216405438	13
40.522961234	-74.223840431	1
40.522986645	-74.176174241	4
40.523036658	-74.207053877	5
40.523072305	-74.217463467	30
40.523085509	-74.17434367	1
40.52312579	-74.198551034	5
40.523134552	-74.188468896	24
40.523145981	-74.216240752	11
40.523158008	-74.239232329	53
40.523176295	-74.199500772	11
40.523210693	-74.185537618	2
40.52323004	-74.190483443	6
40.523288613	-74.210385414	4
40.523360135	-74.202670218	4
40.523360652	-74.187843667	3
40.523402611	-74.209587252	1
40.523412856	-74.214443148	23
40.523431202	-74.214907212	1
40.523458283	-74.18001701	3
40.523460364	-74.213990087	1
40.523492361	-74.223133612	3
40.523507012	-74.21399743	2
40.523540642	-74.222299283	9
40.523555492	-74.215957919	50
40.523565451	-74.229223485	1
40.523567293	-74.206562739	3
40.523580827	-74.205138391	1
40.523586749	-74.187218435	2
40.52359108	-74.228759567	1
40.523634399	-74.220652192	13
40.523680722	-74.172802133	3
40.523680789	-74.204494844	9
40.523702697	-74.199847651	5
40.523706549	-74.200786466	8
40.523727851	-74.21915257	13
40.523750055	-74.172327515	2
40.52377307	-74.218469297	1
40.523796268	-74.186657897	18
40.523815363	-74.217879534	10
40.523867952	-74.172414146	3
40.523885417	-74.205186086	9
40.523885762	-74.216940957	12
40.523903758	-74.216131698	4
40.523917937	-74.203880488	3
40.523930015	-74.201704363	1
40.523936394	-74.211876595	3
40.523941075	-74.23486122	1
40.523965003	-74.215675081	7
40.523967768	-74.215664299	9
40.523972371	-74.216135517	5
40.523973239	-74.17358343	3
40.523977011	-74.198362924	1
40.524001537	-74.200046377	2
40.524005779	-74.186100952	25
40.5240351	-74.214887571	17
40.524105192	-74.21410006	2
40.524107119	-74.210085844	4
40.524111921	-74.202837959	29
40.524130438	-74.213808785	4
40.52413641	-74.170936483	1
40.524161291	-74.172652303	1
40.524190992	-74.234793755	15
40.52421995	-74.21290623	3
40.524242391	-74.218492413	7
40.524284213	-74.212294948	3
40.524284228	-74.234837247	1
40.524306319	-74.185263693	2
40.524316562	-74.206601024	3
40.524319578	-74.200252357	4
40.524320701	-74.174328907	1
40.524329948	-74.205259391	2
40.524332547	-74.217269732	1
40.52436485	-74.211734074	2
40.52437311	-74.211719712	5
40.524378653	-74.186360974	37
40.524414193	-74.201083545	12
40.524437971	-74.222417371	4
40.524487082	-74.228161936	3
40.524500528	-74.2003716	7
40.524539186	-74.187228296	2
40.524539486	-74.207792319	6
40.524554801	-74.229989442	7
40.524559712	-74.179534382	20
40.524574556	-74.200418583	12
40.52457507	-74.210857072	11
40.524606859	-74.184422829	3
40.524619767	-74.230442888	10
40.524648584	-74.200465566	23
40.524666836	-74.232960954	1
40.52468904	-74.189577559	1
40.52470026	-74.231363999	1
40.524729835	-74.210282039	1
40.524736975	-74.173135788	1
40.524745609	-74.20304491	54
40.524748216	-74.233436043	13
40.524787168	-74.186646276	1
40.524840711	-74.189149946	1
40.52491179	-74.200635415	42
40.524913334	-74.199750553	1
40.524927782	-74.168496135	16
40.524947366	-74.209905037	7
40.524956051	-74.175280177	6
40.524975227	-74.215606401	26
40.52499238	-74.188722329	1
40.525013671	-74.206642746	1
40.525018695	-74.205373013	17
40.52503002	-74.168032377	2
40.525035395	-74.239267824	8
40.525052299	-74.219833154	25
40.525065587	-74.239267932	1
40.525092388	-74.236933557	13
