,lat,long,zipcode
1886,-73.91101446870736,40.86060128684601,10468
1887,-73.91228728019128,40.860176538396864,10468
1888,-73.91359559301507,40.859436925229,10468
1889,-73.91541840050924,40.85873245783024,10468
1890,-73.91571072314784,40.85845527108797,10468
1891,-73.91585607412311,40.858012914730494,10468
1892,-73.91690231111573,40.8583158912441,10468
1893,-73.9162284150571,40.85920377850998,10468
1894,-73.91547306015973,40.85987022277327,10468
1895,-73.91585195268966,40.860153926421276,10468
1896,-73.91344040776588,40.8621321892283,10468
1897,-73.91423862195072,40.86249212409186,10468
1898,-73.91338914286547,40.863357439532244,10468
1899,-73.91278931765677,40.863028231416365,10468
1900,-73.9125876348698,40.863159107306494,10468
1901,-73.91232234763821,40.86364370102663,10468
1902,-73.91260960491988,40.86383280932408,10468
1903,-73.91263436599775,40.86407886353139,10468
1904,-73.9103616260321,40.86670566145314,10468
1905,-73.90951813816768,40.868749875730636,10468
1906,-73.90944328676972,40.868982248573055,10468
1907,-73.90957722406574,40.869063717300534,10468
1908,-73.90936197517219,40.86912633953536,10468
1909,-73.90899347678894,40.87112291347983,10468
1910,-73.90868911260583,40.87136054886142,10468
1911,-73.90872894383804,40.87168294183117,10468
1912,-73.90818599065518,40.87254799686559,10468
1913,-73.90724699056179,40.8729739937821,10468
1914,-73.90717318956266,40.87348751543369,10468
1915,-73.90571388527059,40.87313792796742,10468
1916,-73.9079905362557,40.86824634608157,10468
1917,-73.9084225460055,40.866877673041465,10468
1918,-73.90848813330992,40.86534546636185,10468
1919,-73.907928240612,40.86608096145771,10468
1920,-73.90744399890664,40.86740097984248,10468
1921,-73.9068991151962,40.86808205255953,10468
1922,-73.90387482159606,40.869714286737924,10468
1923,-73.9037405265156,40.86957085924914,10468
1924,-73.90277822038182,40.87040604581835,10468
1925,-73.90244639302142,40.87098991834898,10468
1926,-73.90214589519816,40.872502398609214,10468
1927,-73.90122357376892,40.87501459154513,10468
1928,-73.90068047153846,40.875676608278376,10468
1929,-73.89918585621896,40.87696927942261,10468
1930,-73.89824697918247,40.8783177383359,10468
1931,-73.89746613866478,40.87896135340063,10468
1932,-73.89692732043298,40.879671880434444,10468
1933,-73.89671771967649,40.88009751288044,10468
1934,-73.89650041172847,40.88157858567474,10468
1935,-73.89609989573846,40.88211029307404,10468
1936,-73.89546237087832,40.882479466413905,10468
1937,-73.89465441567657,40.881456433900794,10468
1938,-73.89269761895918,40.88173233790358,10468
1939,-73.89267332936,40.881634933025076,10468
1940,-73.89254886344312,40.88165265856877,10468
1941,-73.89255058845423,40.88174814784312,10468
1942,-73.88981221106091,40.88214005953584,10468
1943,-73.88844553745973,40.882167326341325,10468
1944,-73.88778604108633,40.88244308077004,10468
1945,-73.88701149869945,40.88247195835246,10468
1946,-73.915441048975,40.875590963592956,10463
1947,-73.91508700270737,40.87649599206443,10463
1948,-73.91239901180568,40.878104993406986,10463
1949,-73.91160499530926,40.879205994002675,10463
1950,-73.90963499168187,40.878810008880556,10463
1951,-73.90928099401809,40.87803598809148,10463
1952,-73.90818601270183,40.877392993373974,10463
1953,-73.90743898627501,40.87640598602871,10463
1954,-73.90717936618957,40.873488695539365,10463
1955,-73.90717318956266,40.87348751543369,10463
1956,-73.90724699056179,40.8729739937821,10463
1957,-73.90818599065518,40.87254799686559,10463
1958,-73.90872894383804,40.87168294183117,10463
1959,-73.90953181249003,40.8730216829837,10463
1960,-73.9108186075269,40.87409594608034,10463
1961,-73.91167243161209,40.87448912197563,10463
1962,-73.915441048975,40.875590963592956,10463
1963,-73.8848046951032,40.878455659074724,10458
1964,-73.88477074590266,40.87839505026328,10458
1965,-73.88422867259652,40.878722031413346,10458
1966,-73.88319913343557,40.87649772327921,10458
1967,-73.88257369915547,40.8762707958906,10458
1968,-73.88093592685034,40.87167579081454,10458
1969,-73.88091055022797,40.87048744493063,10458
1970,-73.8807260317735,40.869910427930876,10458
1971,-73.8795481329151,40.867718840167576,10458
1972,-73.87838616935186,40.86872239493859,10458
1973,-73.87775327146787,40.86900999359805,10458
1974,-73.87705188611443,40.86901450908088,10458
1975,-73.87649667781692,40.86883966515133,10458
1976,-73.87585019708796,40.86834424782269,10458
1977,-73.87500163120521,40.86711172376014,10458
1978,-73.87442492287272,40.86692320856744,10458
1979,-73.87494757668067,40.866432259946855,10458
1980,-73.87536049858647,40.86594945874546,10458
1981,-73.87529565187701,40.86561797951408,10458
1982,-73.87396349601048,40.86341577430545,10458
1983,-73.8747842346832,40.862018984052426,10458
1984,-73.87560270238221,40.86128585596816,10458
1985,-73.87586352930788,40.860643874395755,10458
1986,-73.8765897820082,40.85994239392294,10458
1987,-73.87664310400471,40.85968653860114,10458
1988,-73.87634397065331,40.8590077037487,10458
1989,-73.87700944571618,40.85756614954736,10458
1990,-73.8771968170023,40.85644842861395,10458
1991,-73.87687461928316,40.85539409847148,10458
1992,-73.8781933802445,40.85560350293245,10458
1993,-73.88079071397841,40.857062242296585,10458
1994,-73.88068425400864,40.856782577385765,10458
1995,-73.8816676021557,40.85334821972076,10458
1996,-73.8827328427844,40.8536506903849,10458
1997,-73.88382008921438,40.85149931812837,10458
1998,-73.8896352157018,40.8531776360245,10458
1999,-73.88963202953525,40.85365692516964,10458
2000,-73.89038953537019,40.8546890823024,10458
2001,-73.89090202763225,40.85411691120095,10458
2002,-73.89239103234122,40.8549271835139,10458
2003,-73.89541738629748,40.85619783787808,10458
2004,-73.89558075750972,40.85624529497108,10458
2005,-73.8957336177223,40.856012665211,10458
2006,-73.89994955967967,40.857419976900566,10458
2007,-73.8971320230222,40.862454088768764,10458
2008,-73.89188021553949,40.86934418642266,10458
2009,-73.89097593617022,40.870158935708865,10458
2010,-73.8882377690268,40.871783301860255,10458
2011,-73.88744620398938,40.872622685938005,10458
2012,-73.8848046951032,40.878455659074724,10458
2013,-73.92062094847111,40.873001790648004,10034
2014,-73.92004301142987,40.873280856420614,10034
2015,-73.91992567417194,40.87369184797123,10034
2016,-73.92061337709801,40.87420741677352,10034
2017,-73.92117050413519,40.87511564196837,10034
2018,-73.92086316245471,40.875473023508995,10034
2019,-73.91884517214379,40.87463432394893,10034
2020,-73.91920517688847,40.874161611357565,10034
2021,-73.91927190176753,40.87367459026981,10034
2022,-73.91885909301133,40.87327094952586,10034
2023,-73.91849675425777,40.87316630507445,10034
2024,-73.91862125902811,40.873402528900286,10034
2025,-73.9182029713611,40.873787964538884,10034
2026,-73.91641162702295,40.874508864373766,10034
2027,-73.91527247053203,40.874502977395764,10034
2028,-73.9118534356237,40.87349336173671,10034
2029,-73.91118833683441,40.87298048828956,10034
2030,-73.91050845587476,40.871970069633754,10034
2031,-73.91042098768318,40.87138566655357,10034
2032,-73.91072530554307,40.870960647464166,10034
2033,-73.9108519258719,40.86964124094502,10034
2034,-73.9109569098991,40.869398680730434,10034
2035,-73.9113512351059,40.869526456664666,10034
2036,-73.91147145738755,40.869433902145836,10034
2037,-73.91105118136547,40.86914826078882,10034
2038,-73.91110306748172,40.86895974285592,10034
2039,-73.91132856688294,40.86879113407673,10034
2040,-73.91185599855892,40.86764209787695,10034
2041,-73.9127153530512,40.866611060408864,10034
2042,-73.91254931956774,40.86650556661796,10034
2043,-73.91391874503513,40.86475741235393,10034
2044,-73.9159079965429,40.86428512166971,10034
2045,-73.9158838879725,40.864138106334444,10034
2046,-73.91517582431223,40.8639260439953,10034
2047,-73.91548575386129,40.86313187179303,10034
2048,-73.91630303023358,40.86233680530704,10034
2049,-73.91718702447028,40.861821138123354,10034
2050,-73.91839082176477,40.860106737364084,10034
2051,-73.91937975185142,40.8605271899311,10034
2052,-73.91984623747398,40.85989780558094,10034
2053,-73.92162345373781,40.86077473455689,10034
2054,-73.92294998965674,40.85886899435125,10034
2055,-73.92730037382063,40.865535388200826,10034
2056,-73.92945000107098,40.86577616450916,10034
2057,-73.93099662801906,40.86680998270089,10034
2058,-73.9320552751589,40.866632924574624,10034
2059,-73.93297790852994,40.86510795403932,10034
2060,-73.93378898818895,40.863071872995604,10034
2061,-73.93453048454519,40.86319804411761,10034
2062,-73.93127671033326,40.86884361367126,10034
2063,-73.93213126627553,40.869450652750444,10034
2064,-73.93219516353292,40.87013036845043,10034
2065,-73.93185222958729,40.871299611232345,10034
2066,-73.92910621438615,40.87568655736666,10034
2067,-73.92807282464723,40.87657620949427,10034
2068,-73.92743514917515,40.87678289005562,10034
2069,-73.9264740098166,40.87761017023252,10034
