lat,long,zipcode,Lat_Lon
-73.88852299,40.73453096,11373,"(-73.8885229858044, 40.7345309606392)"
-73.88932778,40.73578211,11373,"(-73.8893277843991, 40.7357821119697)"
-73.89138532,40.7360085,11373,"(-73.8913853179098, 40.7360085037688)"
-73.8886911,40.73655256,11373,"(-73.8886910973212, 40.7365525622992)"
-73.89013809,40.7391904,11373,"(-73.8901380941729, 40.7391903958417)"
-73.88974163,40.73911504,11373,"(-73.8897416314595, 40.7391150433546)"
-73.88965545,40.73956695,11373,"(-73.8896554471961, 40.7395669492105)"
-73.88974488,40.73989083,11373,"(-73.889744877356, 40.7398908269189)"
-73.89007302,40.74023494,11373,"(-73.8900730157528, 40.7402349435293)"
-73.89020388,40.74042714,11373,"(-73.8902038825592, 40.7404271432965)"
-73.89027618,40.74075829,11373,"(-73.8902761835967, 40.7407582866252)"
-73.89039918,40.74074748,11373,"(-73.8903991785681, 40.7407474787787)"
-73.89087534,40.74310591,11373,"(-73.8908753412746, 40.743105905849)"
-73.89071647,40.7431278,11373,"(-73.8907164704578, 40.7431277987353)"
-73.8914313,40.74684466,11373,"(-73.8914312997728, 40.7468446604193)"
-73.86942457,40.74915687,11373,"(-73.8694245728418, 40.7491568709679)"
-73.86854274,40.74765995,11373,"(-73.8685427429868, 40.7476599453802)"
-73.86747114,40.7432135,11373,"(-73.8674711366146, 40.7432134967372)"
-73.86756252,40.74094191,11373,"(-73.8675625235372, 40.7409419110108)"
-73.8664801,40.73821099,11373,"(-73.8664801045627, 40.7382109889769)"
-73.86554851,40.73842576,11373,"(-73.8655485056138, 40.7384257561128)"
-73.8649297,40.73689485,11373,"(-73.8649297001767, 40.7368948517565)"
-73.86582283,40.73662981,11373,"(-73.8658228294402, 40.7366298090078)"
-73.86451199,40.73407165,11373,"(-73.8645119895648, 40.7340716484178)"
-73.86822096,40.73285975,11373,"(-73.8682209603822, 40.7328597528403)"
-73.86786146,40.73269748,11373,"(-73.8678614644878, 40.7326974797624)"
-73.86820999,40.73258138,11373,"(-73.8682099937425, 40.7325813802958)"
-73.86866558,40.73221533,11373,"(-73.868665580792, 40.7322153323155)"
-73.86986845,40.7303959,11373,"(-73.8698684542429, 40.7303959022883)"
-73.87119908,40.72962314,11373,"(-73.8711990758966, 40.7296231375965)"
-73.87150374,40.72956665,11373,"(-73.8715037432334, 40.7295666468267)"
-73.87141184,40.72915894,11373,"(-73.8714118417038, 40.729158939396)"
-73.87160567,40.72911206,11373,"(-73.871605665784, 40.7291120590295)"
-73.8742143,40.73006125,11373,"(-73.874214296128, 40.7300612520932)"
-73.87404602,40.73036407,11373,"(-73.8740460157219, 40.7303640715495)"
-73.87450966,40.7306187,11373,"(-73.874509663719, 40.7306186988052)"
-73.87950507,40.72878399,11373,"(-73.8795050698512, 40.7287839875638)"
-73.88520617,40.72810153,11373,"(-73.8852061726085, 40.7281015258984)"
-73.70098279,40.7388957,11001,"(-73.7009827862555, 40.7388956992303)"
-73.70035246,40.73911325,11001,"(-73.7003524614428, 40.7391132501889)"
-73.69960452,40.7395947,11001,"(-73.6996045181533, 40.739594699566)"
-73.69988458,40.73837418,11001,"(-73.6998845779538, 40.7383741796718)"
-73.70085544,40.73587601,11001,"(-73.7008554367864, 40.7358760129354)"
-73.70655434,40.72746501,11001,"(-73.7065543375437, 40.7274650055279)"
-73.70905587,40.72664416,11001,"(-73.7090558676262, 40.7266441594981)"
-73.710505,40.72736867,11001,"(-73.7105049997006, 40.7273686697277)"
-73.71074826,40.73059313,11001,"(-73.7107482581903, 40.7305931312194)"
-73.71147804,40.73250142,11001,"(-73.7114780374036, 40.7325014196397)"
-73.71371033,40.7361747,11001,"(-73.7137103324691, 40.7361747048655)"
-73.85644803,40.73625357,11375,"(-73.8564480269758, 40.7362535697594)"
-73.85624746,40.73672279,11375,"(-73.8562474640478, 40.7367227854824)"
-73.85204757,40.73768207,11375,"(-73.8520475728521, 40.7376820724951)"
-73.85182762,40.73726308,11375,"(-73.8518276243295, 40.7372630801107)"
-73.85003821,40.73780619,11375,"(-73.8500382124591, 40.7378061858945)"
-73.84557653,40.73985379,11375,"(-73.8455765284289, 40.739853792742)"
-73.84499322,40.73575925,11375,"(-73.8449932232476, 40.7357592486962)"
-73.8444262,40.73424715,11375,"(-73.8444262002178, 40.7342471494224)"
-73.84371523,40.73305384,11375,"(-73.843715229633, 40.733053841939)"
-73.84266375,40.73163144,11375,"(-73.8426637534599, 40.731631438282)"
-73.84047653,40.72965476,11375,"(-73.8404765338379, 40.7296547643615)"
-73.83917828,40.72804411,11375,"(-73.8391782750432, 40.7280441124345)"
-73.83683096,40.72360294,11375,"(-73.8368309631095, 40.7236029363792)"
-73.83436288,40.72036612,11375,"(-73.8343628811566, 40.7203661172935)"
-73.83149401,40.7175015,11375,"(-73.8314940078087, 40.7175015009902)"
-73.83003962,40.71681956,11375,"(-73.8300396206074, 40.7168195586666)"
-73.82703051,40.71596617,11375,"(-73.8270305118996, 40.7159661734418)"
-73.82605957,40.7153986,11375,"(-73.826059565848, 40.7153986027705)"
-73.8307905,40.71419918,11375,"(-73.8307905044656, 40.71419918263)"
-73.83110716,40.71436798,11375,"(-73.831107161793, 40.7143679767479)"
-73.83161238,40.7142135,11375,"(-73.8316123830238, 40.714213500974)"
-73.83611476,40.71182516,11375,"(-73.8361147573472, 40.711825159427)"
-73.83590072,40.71164139,11375,"(-73.8359007215842, 40.7116413904493)"
-73.83679455,40.71078049,11375,"(-73.8367945488791, 40.7107804926042)"
-73.8375532,40.71071492,11375,"(-73.8375531977024, 40.7107149205575)"
-73.84014092,40.7097299,11375,"(-73.8401409169793, 40.7097298976196)"
-73.84160209,40.70898389,11375,"(-73.8416020942046, 40.7089838914965)"
-73.8429531,40.70838107,11375,"(-73.8429530992784, 40.7083810700381)"
-73.84484515,40.70807421,11375,"(-73.8448451518333, 40.7080742116014)"
-73.84899408,40.70788949,11375,"(-73.8489940810061, 40.7078894876748)"
-73.85020974,40.70753152,11375,"(-73.8502097449815, 40.7075315184667)"
-73.85108304,40.70700736,11375,"(-73.8510830370512, 40.707007357369)"
-73.85281706,40.70737811,11375,"(-73.8528170570701, 40.707378113352)"
-73.85618301,40.70631873,11375,"(-73.856183012107, 40.7063187330063)"
-73.85667371,40.70745383,11375,"(-73.8566737127407, 40.70745383049)"
-73.85727919,40.7114605,11375,"(-73.8572791904191, 40.7114605022009)"
-73.85829679,40.71960611,11375,"(-73.8582967939015, 40.7196061063076)"
-73.85665222,40.71986889,11375,"(-73.8566522182222, 40.7198688935877)"
-73.85725774,40.72146553,11375,"(-73.8572577436106, 40.7214655267196)"
-73.85395457,40.72675259,11375,"(-73.8539545710824, 40.7267525927369)"
-73.85348685,40.72718212,11375,"(-73.853486850262, 40.7271821163996)"
-73.85177766,40.72769717,11375,"(-73.8517776618622, 40.7276971710915)"
-73.85167265,40.72838975,11375,"(-73.8516726521974, 40.7283897505072)"
-73.85401087,40.73265476,11375,"(-73.8540108719269, 40.7326547610437)"
-73.854344,40.73297014,11375,"(-73.8543440006397, 40.7329701387546)"
-73.85470035,40.73282937,11375,"(-73.85470034727, 40.7328293665536)"
-73.74168681,40.7368234,11427,"(-73.7416868142448, 40.7368234011531)"
-73.73567582,40.73812808,11427,"(-73.7356758191865, 40.7381280797211)"
-73.73377298,40.7388993,11427,"(-73.7337729841358, 40.7388993036277)"
-73.73452837,40.73544306,11427,"(-73.7345283653234, 40.7354430579834)"
-73.73481044,40.7351632,11427,"(-73.7348104438228, 40.7351632002287)"
-73.7354465,40.73346163,11427,"(-73.7354464993897, 40.7334616300855)"
-73.73116645,40.73268134,11427,"(-73.7311664538948, 40.7326813420106)"
-73.73193257,40.73092367,11427,"(-73.7319325709002, 40.7309236715848)"
-73.73291096,40.73095236,11427,"(-73.7329109637275, 40.7309523598303)"
-73.73277501,40.73033327,11427,"(-73.7327750113752, 40.7303332715827)"
-73.73072681,40.73026709,11427,"(-73.7307268136149, 40.7302670942081)"
-73.73123513,40.72894739,11427,"(-73.7312351300842, 40.7289473898024)"
-73.73306424,40.72935848,11427,"(-73.7330642416561, 40.72935848096)"
-73.73361727,40.72793359,11427,"(-73.7336172722362, 40.7279335870809)"
-73.73840174,40.72901155,11427,"(-73.7384017392383, 40.7290115458486)"
-73.73856743,40.72861504,11427,"(-73.7385674270549, 40.7286150410069)"
-73.74739079,40.72319338,11427,"(-73.7473907917925, 40.7231933757994)"
-73.74866939,40.72257645,11427,"(-73.7486693853785, 40.7225764453128)"
-73.75186789,40.7204636,11427,"(-73.7518678908499, 40.7204635974506)"
-73.75725671,40.71813863,11427,"(-73.7572567091069, 40.7181386261327)"
-73.76048637,40.72224327,11427,"(-73.7604863749355, 40.7222432705785)"
-73.76162389,40.72304675,11427,"(-73.7616238938756, 40.7230467472461)"
-73.76428125,40.72436159,11427,"(-73.7642812491991, 40.7243615860105)"
-73.76536243,40.72516174,11427,"(-73.7653624255083, 40.7251617419819)"
-73.77010679,40.73177921,11427,"(-73.7701067859653, 40.7317792084885)"
-73.74771801,40.73556432,11427,"(-73.7477180097186, 40.7355643245374)"
-73.86451199,40.73407165,11374,"(-73.8645119895648, 40.7340716484178)"
-73.8587236,40.73579747,11374,"(-73.8587236016422, 40.7357974692175)"
-73.85881661,40.73595128,11374,"(-73.8588166143311, 40.7359512839528)"
-73.85624746,40.73672279,11374,"(-73.8562474640478, 40.7367227854824)"
-73.85644803,40.73625357,11374,"(-73.8564480269758, 40.7362535697594)"
-73.85470035,40.73282937,11374,"(-73.85470034727, 40.7328293665536)"
-73.854344,40.73297014,11374,"(-73.8543440006397, 40.7329701387546)"
-73.85401087,40.73265476,11374,"(-73.8540108719269, 40.7326547610437)"
-73.85167265,40.72838975,11374,"(-73.8516726521974, 40.7283897505072)"
-73.85177766,40.72769717,11374,"(-73.8517776618622, 40.7276971710915)"
-73.85348685,40.72718212,11374,"(-73.853486850262, 40.7271821163996)"
-73.85395457,40.72675259,11374,"(-73.8539545710824, 40.7267525927369)"
-73.85725774,40.72146553,11374,"(-73.8572577436106, 40.7214655267196)"
-73.85665222,40.71986889,11374,"(-73.8566522182222, 40.7198688935877)"
-73.85829679,40.71960611,11374,"(-73.8582967939015, 40.7196061063076)"
-73.85727919,40.7114605,11374,"(-73.8572791904191, 40.7114605022009)"
-73.86207871,40.71220108,11374,"(-73.8620787137159, 40.7122010792267)"
-73.85966109,40.71338939,11374,"(-73.8596610863044, 40.7133893911775)"
-73.8596847,40.71413087,11374,"(-73.8596847010649, 40.7141308670158)"
-73.86003789,40.71493226,11374,"(-73.8600378933291, 40.7149322569377)"
-73.86417042,40.71889379,11374,"(-73.8641704177661, 40.7188937900728)"
-73.86929269,40.72443595,11374,"(-73.8692926917403, 40.7244359490589)"
-73.87101842,40.72797897,11374,"(-73.8710184216402, 40.727978974023)"
-73.8718154,40.72679384,11374,"(-73.8718154036568, 40.7267938439977)"
-73.8732421,40.72791173,11374,"(-73.8732421022406, 40.7279117286639)"
-73.87160567,40.72911206,11374,"(-73.871605665784, 40.7291120590295)"
-73.87141184,40.72915894,11374,"(-73.8714118417038, 40.729158939396)"
-73.87150374,40.72956665,11374,"(-73.8715037432334, 40.7295666468267)"
-73.87119908,40.72962314,11374,"(-73.8711990758966, 40.7296231375965)"
-73.86986845,40.7303959,11374,"(-73.8698684542429, 40.7303959022883)"
-73.86866558,40.73221533,11374,"(-73.868665580792, 40.7322153323155)"
-73.86820999,40.73258138,11374,"(-73.8682099937425, 40.7325813802958)"
-73.86786146,40.73269748,11374,"(-73.8678614644878, 40.7326974797624)"
-73.86822096,40.73285975,11374,"(-73.8682209603822, 40.7328597528403)"
-73.77010679,40.73177921,11366,"(-73.7701067859653, 40.7317792084885)"
-73.7750974,40.73087383,11366,"(-73.7750973981477, 40.7308738281676)"
-73.78116054,40.72921278,11366,"(-73.7811605413833, 40.7292127846884)"
-73.79287512,40.72544018,11366,"(-73.7928751206816, 40.7254401776004)"
-73.80904032,40.71991162,11366,"(-73.8090403165218, 40.7199116236327)"
-73.8105957,40.7242887,11366,"(-73.8105957034086, 40.7242886953238)"
-73.81069041,40.72671559,11366,"(-73.810690412851, 40.7267155917625)"
-73.81088635,40.72717188,11366,"(-73.8108863474476, 40.7271718757592)"
-73.80041316,40.72837218,11366,"(-73.8004131591045, 40.7283721818527)"
-73.78834468,40.73131879,11366,"(-73.7883446836156, 40.7313187902407)"
-73.77952303,40.73428105,11366,"(-73.7795230300659, 40.7342810505779)"
-73.7728613,40.73627593,11366,"(-73.7728613033638, 40.7362759320353)"
-73.77177452,40.73421692,11366,"(-73.7717745167879, 40.7342169174091)"
-73.77010679,40.73177921,11423,"(-73.7701067859653, 40.7317792084885)"
-73.76536243,40.72516174,11423,"(-73.7653624255083, 40.7251617419819)"
-73.76428125,40.72436159,11423,"(-73.7642812491991, 40.7243615860105)"
-73.76162389,40.72304675,11423,"(-73.7616238938756, 40.7230467472461)"
-73.76048637,40.72224327,11423,"(-73.7604863749355, 40.7222432705785)"
-73.75725671,40.71813863,11423,"(-73.7572567091069, 40.7181386261327)"
-73.7540368,40.71387982,11423,"(-73.7540367992215, 40.7138798245895)"
-73.75245964,40.71031659,11423,"(-73.7524596386495, 40.7103165878344)"
-73.76455802,40.70740767,11423,"(-73.7645580238388, 40.7074076719963)"
-73.76734432,40.70663637,11423,"(-73.7673443159326, 40.7066363679972)"
-73.76725075,40.70631257,11423,"(-73.7672507497866, 40.7063125744528)"
-73.77383482,40.70523979,11423,"(-73.7738348185763, 40.7052397859607)"
-73.77418061,40.70508689,11423,"(-73.7741806109015, 40.7050868884272)"
-73.77507434,40.70524183,11423,"(-73.7750743387359, 40.7052418257229)"
-73.77582075,40.70537393,11423,"(-73.7758207524013, 40.7053739311814)"
-73.77678175,40.70772869,11423,"(-73.7767817465367, 40.7077286930261)"
-73.77810856,40.70740322,11423,"(-73.7781085587185, 40.7074032163115)"
-73.7783845,40.70805014,11423,"(-73.7783844957176, 40.7080501350862)"
-73.77937279,40.70781218,11423,"(-73.7793727870866, 40.7078121789236)"
-73.77968262,40.70859581,11423,"(-73.7796826181359, 40.7085958097713)"
-73.78178273,40.71314002,11423,"(-73.781782727946, 40.7131400160007)"
-73.77357135,40.71512011,11423,"(-73.7735713453785, 40.7151201144509)"
-73.77681499,40.72185729,11423,"(-73.7768149945872, 40.7218572910633)"
-73.77766919,40.72271997,11423,"(-73.7776691890124, 40.7227199721964)"
-73.77932601,40.72539778,11423,"(-73.7793260054446, 40.7253977849658)"
-73.78116054,40.72921278,11423,"(-73.7811605413833, 40.7292127846884)"
-73.7750974,40.73087383,11423,"(-73.7750973981477, 40.7308738281676)"
-73.72796736,40.72315527,11428,"(-73.7279673649168, 40.7231552724161)"
-73.72761998,40.72225437,11428,"(-73.7276199812525, 40.7222543687358)"
-73.72843674,40.7221226,11428,"(-73.7284367361583, 40.7221225969783)"
-73.72847847,40.72076557,11428,"(-73.7284784728266, 40.7207655741816)"
-73.73216155,40.72004877,11428,"(-73.7321615524039, 40.7200487697074)"
-73.73225273,40.72037479,11428,"(-73.7322527345734, 40.7203747877236)"
-73.73331135,40.71949546,11428,"(-73.7333113532895, 40.7194954570218)"
-73.73641329,40.71806183,11428,"(-73.7364132887837, 40.718061834062)"
-73.7493454,40.71514537,11428,"(-73.7493454016743, 40.7151453710751)"
-73.7540368,40.71387982,11428,"(-73.7540367992215, 40.7138798245895)"
-73.75725671,40.71813863,11428,"(-73.7572567091069, 40.7181386261327)"
-73.75186789,40.7204636,11428,"(-73.7518678908499, 40.7204635974506)"
-73.74866939,40.72257645,11428,"(-73.7486693853785, 40.7225764453128)"
-73.74739079,40.72319338,11428,"(-73.7473907917925, 40.7231933757994)"
-73.73856743,40.72861504,11428,"(-73.7385674270549, 40.7286150410069)"
-73.73840174,40.72901155,11428,"(-73.7384017392383, 40.7290115458486)"
-73.73361727,40.72793359,11428,"(-73.7336172722362, 40.7279335870809)"
-73.73306424,40.72935848,11428,"(-73.7330642416561, 40.72935848096)"
-73.73123513,40.72894739,11428,"(-73.7312351300842, 40.7289473898024)"
-73.73159746,40.72797917,11428,"(-73.7315974616662, 40.7279791650861)"
-73.7315764,40.72761835,11428,"(-73.7315764018972, 40.7276183452736)"
-73.72990511,40.72327252,11428,"(-73.729905111023, 40.723272516554)"
-73.72836414,40.72361438,11428,"(-73.728364139082, 40.7236143752139)"
-73.72816233,40.72308416,11428,"(-73.7281623259969, 40.7230841645573)"
-73.80904032,40.71991162,11432,"(-73.8090403165218, 40.7199116236327)"
-73.79287512,40.72544018,11432,"(-73.7928751206816, 40.7254401776004)"
-73.78116054,40.72921278,11432,"(-73.7811605413833, 40.7292127846884)"
-73.77932601,40.72539778,11432,"(-73.7793260054446, 40.7253977849658)"
-73.77766919,40.72271997,11432,"(-73.7776691890124, 40.7227199721964)"
-73.77681499,40.72185729,11432,"(-73.7768149945872, 40.7218572910633)"
-73.77357135,40.71512011,11432,"(-73.7735713453785, 40.7151201144509)"
-73.78178273,40.71314002,11432,"(-73.781782727946, 40.7131400160007)"
-73.77968262,40.70859581,11432,"(-73.7796826181359, 40.7085958097713)"
-73.7829524,40.70797165,11432,"(-73.7829524038304, 40.7079716464738)"
-73.78645357,40.70792415,11432,"(-73.7864535711288, 40.7079241505208)"
-73.78888968,40.70742125,11432,"(-73.7888896804283, 40.7074212459526)"
-73.7927299,40.70629455,11432,"(-73.7927298981408, 40.7062945499637)"
-73.80039475,40.70327349,11432,"(-73.8003947489124, 40.7032734917738)"
-73.80444156,40.70213161,11432,"(-73.804441561544, 40.7021316139517)"
-73.80762187,40.70873062,11432,"(-73.8076218706839, 40.7087306206305)"
-73.80889717,40.71059932,11432,"(-73.8088971708031, 40.7105993221226)"
