lat,long,zipcode,Lat_Lon
-73.78344628,40.85140059,10464,"(-73.7834462800515, 40.8514005938479)"
-73.7845273,40.85101441,10464,"(-73.7845272959376, 40.8510144086769)"
-73.78447337,40.8507449,10464,"(-73.7844733720159, 40.8507449034731)"
-73.78432744,40.85075945,10464,"(-73.7843274375692, 40.8507594501679)"
-73.78404398,40.85060983,10464,"(-73.7840439768652, 40.8506098277342)"
-73.78401284,40.85048864,10464,"(-73.7840128385026, 40.8504886394439)"
-73.78428427,40.85023953,10464,"(-73.7842842717181, 40.8502395293906)"
-73.7842061,40.85004727,10464,"(-73.7842061047259, 40.8500472717239)"
-73.78349484,40.84917617,10464,"(-73.7834948365831, 40.8491761730007)"
-73.78316275,40.84921417,10464,"(-73.7831627486443, 40.8492141705666)"
-73.78303604,40.84906333,10464,"(-73.7830360437392, 40.8490633300161)"
-73.7824258,40.84932765,10464,"(-73.7824258034326, 40.8493276491694)"
-73.78193602,40.8489325,10464,"(-73.7819360249427, 40.8489325013393)"
-73.78182549,40.8489677,10464,"(-73.7818254860555, 40.8489676988794)"
-73.78149441,40.84869955,10464,"(-73.7814944074389, 40.8486995451795)"
-73.78149252,40.84858034,10464,"(-73.7814925209809, 40.8485803386213)"
-73.78268072,40.84815139,10464,"(-73.7826807190605, 40.848151389389)"
-73.78250119,40.84790726,10464,"(-73.7825011889785, 40.8479072582846)"
-73.78169699,40.84801389,10464,"(-73.7816969942524, 40.8480138895259)"
-73.78153238,40.84797533,10464,"(-73.781532376215, 40.8479753329656)"
-73.78142077,40.84751411,10464,"(-73.7814207744951, 40.8475141123228)"
-73.78152351,40.84732115,10464,"(-73.7815235118435, 40.8473211498954)"
-73.78196655,40.84703047,10464,"(-73.7819665496805, 40.8470304727234)"
-73.78209832,40.84700034,10464,"(-73.7820983224143, 40.8470003372151)"
-73.78210503,40.84690924,10464,"(-73.7821050338055, 40.8469092432176)"
-73.78222415,40.84687421,10464,"(-73.7822241540212, 40.8468742083854)"
-73.7821402,40.84657825,10464,"(-73.7821401987249, 40.846578246262)"
-73.78231117,40.84654455,10464,"(-73.7823111737379, 40.8465445456417)"
-73.78228447,40.84645663,10464,"(-73.7822844720532, 40.8464566312494)"
-73.78250172,40.84641744,10464,"(-73.7825017189336, 40.8464174355017)"
-73.7823609,40.84599808,10464,"(-73.7823609011003, 40.8459980795075)"
-73.78260611,40.84595062,10464,"(-73.7826061101007, 40.8459506193443)"
-73.78252742,40.8456965,10464,"(-73.7825274247701, 40.8456965016904)"
-73.78316668,40.84549004,10464,"(-73.7831666823995, 40.8454900401302)"
-73.78324856,40.84506435,10464,"(-73.7832485621282, 40.8450643525508)"
-73.78300841,40.84470503,10464,"(-73.783008406016, 40.8447050293657)"
-73.78338658,40.84443531,10464,"(-73.7833865767703, 40.8444353079059)"
-73.78331826,40.84432016,10464,"(-73.7833182614393, 40.8443201575303)"
-73.78306551,40.84437322,10464,"(-73.7830655097584, 40.8443732178107)"
-73.7829843,40.84417254,10464,"(-73.78298429999, 40.8441725364487)"
-73.78362741,40.84403913,10464,"(-73.7836274067304, 40.8440391295374)"
-73.78341642,40.84384017,10464,"(-73.7834164208183, 40.8438401671406)"
-73.78351271,40.84364915,10464,"(-73.7835127110892, 40.8436491511137)"
-73.78303014,40.8426057,10464,"(-73.7830301385718, 40.8426057011303)"
-73.78236797,40.84197743,10464,"(-73.7823679709216, 40.8419774277407)"
-73.78220055,40.84164511,10464,"(-73.782200547872, 40.8416451079548)"
-73.78188552,40.84172691,10464,"(-73.7818855238506, 40.8417269134456)"
-73.78180663,40.84126424,10464,"(-73.7818066291398, 40.8412642416756)"
-73.78167992,40.84115568,10464,"(-73.7816799234535, 40.8411556803746)"
-73.78141959,40.84072166,10464,"(-73.7814195946217, 40.8407216643018)"
-73.78145678,40.84050437,10464,"(-73.7814567836703, 40.8405043721607)"
-73.78157115,40.84039864,10464,"(-73.7815711519938, 40.8403986364466)"
-73.78145942,40.84016152,10464,"(-73.7814594217494, 40.8401615205183)"
-73.78136521,40.83981817,10464,"(-73.7813652093169, 40.8398181701382)"
-73.78130394,40.8397465,10464,"(-73.7813039351787, 40.8397464987553)"
-73.78120384,40.83975238,10464,"(-73.7812038422687, 40.83975237557)"
-73.78119953,40.83973521,10464,"(-73.7811995258315, 40.8397352129316)"
-73.78133392,40.83969364,10464,"(-73.7813339246887, 40.8396936379618)"
-73.78128329,40.83954146,10464,"(-73.7812832867369, 40.8395414571647)"
-73.7812237,40.83953816,10464,"(-73.7812237018111, 40.8395381600063)"
-73.78121664,40.83950883,10464,"(-73.7812166413597, 40.839508832764)"
-73.7812824,40.83949246,10464,"(-73.7812823984696, 40.8394924621883)"
-73.78126413,40.83937679,10464,"(-73.7812641312597, 40.8393767921385)"
-73.78114754,40.8393996,10464,"(-73.7811475399265, 40.8393995993594)"
-73.78113595,40.83938426,10464,"(-73.7811359539247, 40.8393842626372)"
-73.7812879,40.83934865,10464,"(-73.7812878962702, 40.8393486489743)"
-73.78136739,40.83917687,10464,"(-73.7813673904006, 40.8391768706579)"
-73.78150213,40.83858122,10464,"(-73.7815021256819, 40.8385812199117)"
-73.78172314,40.83825494,10464,"(-73.7817231420033, 40.8382549356441)"
-73.78203665,40.83801268,10464,"(-73.7820366515247, 40.8380126754834)"
-73.78189737,40.83769169,10464,"(-73.7818973744408, 40.8376916914164)"
-73.78191305,40.8376292,10464,"(-73.78191304636, 40.8376291968857)"
-73.7823068,40.83735857,10464,"(-73.7823068018657, 40.8373585698572)"
-73.78242383,40.83733351,10464,"(-73.782423830534, 40.8373335119485)"
-73.782723,40.83749673,10464,"(-73.7827229974961, 40.8374967280822)"
-73.78291277,40.83731766,10464,"(-73.7829127713726, 40.8373176633243)"
-73.78269089,40.83682619,10464,"(-73.7826908935485, 40.8368261876687)"
-73.78267329,40.83651866,10464,"(-73.7826732869059, 40.8365186637512)"
-73.78277965,40.836351,10464,"(-73.7827796475282, 40.8363509971533)"
-73.78304577,40.83633989,10464,"(-73.7830457722188, 40.8363398879585)"
-73.78337209,40.83692101,10464,"(-73.7833720891405, 40.8369210090937)"
-73.78399864,40.83675089,10464,"(-73.7839986379467, 40.8367508863554)"
-73.78432617,40.83681636,10464,"(-73.784326169685, 40.836816357549)"
-73.78464613,40.83726725,10464,"(-73.7846461278015, 40.8372672531438)"
-73.7851621,40.83746276,10464,"(-73.7851621046482, 40.8374627613386)"
-73.78527234,40.83776104,10464,"(-73.7852723407034, 40.8377610435048)"
-73.78557169,40.83792653,10464,"(-73.7855716918287, 40.8379265299188)"
-73.78544343,40.83835375,10464,"(-73.7854434291765, 40.8383537542434)"
-73.78582241,40.83939152,10464,"(-73.7858224098659, 40.8393915221432)"
-73.78650848,40.83973544,10464,"(-73.7865084759311, 40.8397354444917)"
-73.78730822,40.83969218,10464,"(-73.7873082184998, 40.8396921835685)"
-73.7874889,40.84000369,10464,"(-73.7874889018713, 40.8400036856722)"
-73.78760904,40.84053262,10464,"(-73.7876090437451, 40.8405326213882)"
-73.78735436,40.84058735,10464,"(-73.7873543647415, 40.8405873480332)"
-73.78757692,40.84093702,10464,"(-73.7875769237353, 40.8409370235129)"
-73.78778573,40.84089436,10464,"(-73.7877857299983, 40.8408943569738)"
-73.78786092,40.84107864,10464,"(-73.787860917367, 40.8410786394533)"
-73.78759624,40.84113525,10464,"(-73.7875962394876, 40.8411352545898)"
-73.78790175,40.84150759,10464,"(-73.7879017463255, 40.8415075891089)"
-73.78808927,40.84147697,10464,"(-73.7880892745026, 40.8414769729473)"
-73.78826054,40.84153698,10464,"(-73.7882605362558, 40.8415369849197)"
-73.78821496,40.84167282,10464,"(-73.7882149639704, 40.8416728202601)"
-73.78799229,40.84173328,10464,"(-73.7879922885181, 40.8417332783888)"
-73.78804633,40.84186533,10464,"(-73.7880463277041, 40.8418653264201)"
-73.78850135,40.84239802,10464,"(-73.7885013540624, 40.8423980186334)"
-73.78907083,40.8432377,10464,"(-73.7890708316837, 40.8432377008996)"
-73.78960043,40.84311989,10464,"(-73.7896004303143, 40.8431198855916)"
-73.78980077,40.84358665,10464,"(-73.7898007668553, 40.8435866461769)"
-73.78932577,40.84367633,10464,"(-73.7893257723892, 40.8436763307174)"
-73.789459,40.84394144,10464,"(-73.7894590007, 40.8439414366372)"
-73.78932348,40.84397199,10464,"(-73.7893234783389, 40.8439719852304)"
-73.78960084,40.84452972,10464,"(-73.789600843589, 40.8445297233006)"
-73.79001735,40.84493621,10464,"(-73.7900173525588, 40.8449362093319)"
-73.79095919,40.84623014,10464,"(-73.7909591857404, 40.846230141022)"
-73.79089641,40.84624676,10464,"(-73.7908964130549, 40.8462467566419)"
-73.79097441,40.84636042,10464,"(-73.7909744137893, 40.8463604197899)"
-73.7910719,40.84634748,10464,"(-73.7910719006763, 40.8463474761908)"
-73.79119223,40.84656543,10464,"(-73.7911922262146, 40.8465654319018)"
-73.79126283,40.84654819,10464,"(-73.7912628334893, 40.846548186445)"
-73.79143799,40.84685296,10464,"(-73.7914379921942, 40.8468529551405)"
-73.79136092,40.84687227,10464,"(-73.7913609248611, 40.8468722664614)"
-73.7913622,40.84697377,10464,"(-73.7913621955141, 40.8469737689216)"
-73.79142116,40.84696959,10464,"(-73.7914211599934, 40.8469695937018)"
-73.7915304,40.84752974,10464,"(-73.7915304033451, 40.8475297403699)"
-73.7912542,40.84759618,10464,"(-73.7912541954897, 40.8475961845462)"
-73.79134478,40.84814771,10464,"(-73.7913447788095, 40.8481477059435)"
-73.79133774,40.84829429,10464,"(-73.7913377398622, 40.8482942892151)"
-73.79123116,40.84855451,10464,"(-73.7912311635779, 40.8485545139864)"
-73.79101757,40.84880096,10464,"(-73.7910175660947, 40.8488009599589)"
-73.79076134,40.84893589,10464,"(-73.7907613406465, 40.8489358911332)"
-73.79013384,40.84910111,10464,"(-73.7901338430818, 40.8491011085911)"
-73.79000009,40.84907218,10464,"(-73.790000086171, 40.8490721826265)"
-73.78970876,40.84879724,10464,"(-73.7897087565692, 40.8487972361399)"
-73.78956272,40.8488579,10464,"(-73.7895627172336, 40.8488579017815)"
-73.78974668,40.84920682,10464,"(-73.7897466785575, 40.8492068159109)"
-73.7896351,40.84933114,10464,"(-73.7896351037245, 40.8493311409672)"
-73.78976398,40.84973693,10464,"(-73.7897639805899, 40.849736934252)"
-73.78959899,40.84976732,10464,"(-73.7895989873435, 40.8497673186857)"
-73.78968387,40.84988895,10464,"(-73.7896838701988, 40.8498889546545)"
-73.78982871,40.84986449,10464,"(-73.7898287110371, 40.8498644883545)"
-73.78991597,40.85013852,10464,"(-73.7899159711151, 40.8501385155217)"
-73.78988458,40.85018902,10464,"(-73.7898845811544, 40.8501890157012)"
-73.78976068,40.85021028,10464,"(-73.7897606771877, 40.850210281152)"
-73.78981019,40.85031091,10464,"(-73.7898101939436, 40.8503109115649)"
-73.79000591,40.8502762,10464,"(-73.7900059060603, 40.8502762027486)"
-73.79005777,40.85044584,10464,"(-73.7900577705265, 40.8504458385954)"
-73.78990352,40.85047401,10464,"(-73.7899035245137, 40.8504740061946)"
-73.78987377,40.85064154,10464,"(-73.7898737652812, 40.8506415393627)"
-73.79002791,40.85078224,10464,"(-73.7900279067191, 40.8507822439835)"
-73.79008339,40.85098526,10464,"(-73.7900833853056, 40.8509852550909)"
-73.79005884,40.85100312,10464,"(-73.7900588435164, 40.8510031203582)"
-73.79012192,40.85117437,10464,"(-73.7901219175497, 40.8511743704272)"
-73.78950088,40.85128408,10464,"(-73.7895008796217, 40.8512840780099)"
-73.789568,40.85148992,10464,"(-73.7895679973109, 40.8514899183272)"
-73.78965943,40.85148005,10464,"(-73.789659429368, 40.8514800472654)"
-73.78972475,40.851697,10464,"(-73.7897247467855, 40.8516969989982)"
-73.79012874,40.85161139,10464,"(-73.7901287415924, 40.8516113853976)"
-73.79017605,40.85167139,10464,"(-73.7901760494769, 40.8516713885223)"
-73.79025347,40.85198253,10464,"(-73.7902534693678, 40.8519825329131)"
-73.79007667,40.85202934,10464,"(-73.7900766711864, 40.8520293377827)"
-73.79015865,40.85227533,10464,"(-73.7901586489449, 40.8522753280715)"
-73.79113451,40.85204265,10464,"(-73.7911345108921, 40.8520426482093)"
-73.79143984,40.85276852,10464,"(-73.7914398447895, 40.8527685177966)"
-73.79040653,40.85302382,10464,"(-73.7904065260978, 40.8530238243198)"
-73.79047992,40.85320264,10464,"(-73.7904799193732, 40.8532026381121)"
-73.79076765,40.85312244,10464,"(-73.7907676543417, 40.8531224382629)"
-73.79084838,40.85332627,10464,"(-73.7908483810107, 40.8533262700255)"
-73.79111046,40.85326672,10464,"(-73.791110459686, 40.853266717953)"
-73.79122071,40.85351957,10464,"(-73.7912207121193, 40.8535195681503)"
-73.79115018,40.85353487,10464,"(-73.7911501758917, 40.8535348659345)"
-73.79121033,40.85365912,10464,"(-73.7912103322302, 40.8536591177798)"
-73.79126253,40.85385568,10464,"(-73.7912625282437, 40.8538556792346)"
-73.7912431,40.85388375,10464,"(-73.7912431019249, 40.8538837493905)"
-73.7910699,40.85394448,10464,"(-73.7910698965242, 40.8539444848075)"
-73.79108694,40.85397525,10464,"(-73.7910869417375, 40.8539752504231)"
-73.79126354,40.85392545,10464,"(-73.7912635379283, 40.8539254513073)"
-73.79161458,40.85392114,10464,"(-73.7916145844261, 40.8539211449269)"
-73.79177196,40.85399515,10464,"(-73.7917719606594, 40.8539951524987)"
-73.79186593,40.85419717,10464,"(-73.7918659265676, 40.8541971676974)"
-73.79169153,40.8543199,10464,"(-73.7916915258061, 40.8543198981677)"
-73.79109457,40.85450395,10464,"(-73.7910945719672, 40.8545039503199)"
-73.79110097,40.85453951,10464,"(-73.7911009677067, 40.8545395052811)"
-73.79118572,40.8545219,10464,"(-73.7911857189787, 40.8545219000789)"
-73.79206779,40.85568396,10464,"(-73.7920677938312, 40.8556839573189)"
-73.79251188,40.85579065,10464,"(-73.7925118786164, 40.8557906476551)"
-73.83915347,40.83567507,10461,"(-73.8391534651579, 40.8356750653422)"
-73.84002916,40.83566262,10461,"(-73.8400291635064, 40.8356626227624)"
-73.84542722,40.83493651,10461,"(-73.8454272197241, 40.834936505872)"
-73.84581531,40.83620705,10461,"(-73.8458153111719, 40.8362070533105)"
-73.85290065,40.84107152,10461,"(-73.8529006486801, 40.8410715166613)"
-73.85309459,40.84104698,10461,"(-73.8530945930313, 40.8410469795325)"
-73.85333525,40.84247018,10461,"(-73.8533352515444, 40.8424701756211)"
-73.85381158,40.84242463,10461,"(-73.8538115806411, 40.8424246326773)"
-73.85429909,40.84267082,10461,"(-73.8542990873156, 40.8426708241498)"
-73.85192756,40.84332602,10461,"(-73.8519275563629, 40.843326022081)"
-73.85208576,40.84412259,10461,"(-73.8520857571184, 40.8441225876765)"
-73.85970813,40.85388382,10461,"(-73.8597081316359, 40.853883820645)"
-73.86098612,40.85647591,10461,"(-73.8609861198134, 40.8564759057508)"
-73.8609706,40.85680694,10461,"(-73.8609706004428, 40.8568069357384)"
-73.86191995,40.85678362,10461,"(-73.8619199497189, 40.8567836194009)"
-73.86179102,40.85738627,10461,"(-73.8617910236797, 40.857386272168)"
-73.85614535,40.85755855,10461,"(-73.8561453464345, 40.8575585507001)"
-73.84965832,40.85810874,10461,"(-73.8496583241547, 40.8581087414376)"
-73.84716177,40.85808269,10461,"(-73.847161767796, 40.8580826877622)"
-73.84390191,40.85778583,10461,"(-73.8439019064188, 40.8577858300255)"
-73.83242787,40.85606386,10461,"(-73.8324278723762, 40.8560638571729)"
-73.82655544,40.85665338,10461,"(-73.8265554384257, 40.8566533770763)"
-73.826373,40.85375696,10461,"(-73.8263729979838, 40.8537569616808)"
-73.82726173,40.85082464,10461,"(-73.8272617348548, 40.8508246370784)"
-73.8274011,40.84949209,10461,"(-73.8274010993971, 40.8494920884268)"
-73.82719528,40.84838362,10461,"(-73.8271952835005, 40.8483836211763)"
-73.82615084,40.84622619,10461,"(-73.8261508372727, 40.8462261866853)"
-73.82588863,40.84519384,10461,"(-73.8258886271585, 40.8451938411485)"
-73.82579215,40.84287819,10461,"(-73.8257921469098, 40.8428781885253)"
-73.82624131,40.84299362,10461,"(-73.8262413114532, 40.8429936160426)"
-73.82624958,40.8425503,10461,"(-73.8262495815557, 40.8425502952107)"
-73.8259838,40.84064111,10461,"(-73.8259838039168, 40.8406411068037)"
-73.82583156,40.83694915,10461,"(-73.8258315631256, 40.836949148386)"
-73.82539923,40.83557979,10461,"(-73.8253992272194, 40.8355797882357)"
-73.82556221,40.8350826,10461,"(-73.8255622128308, 40.83508260462)"
-73.82622006,40.83435535,10461,"(-73.8262200646141, 40.8343553514535)"
-73.82601252,40.8340208,10461,"(-73.8260125213799, 40.8340207996818)"
-73.82818976,40.83295112,10461,"(-73.8281897593243, 40.8329511173497)"
-73.82884644,40.83399964,10461,"(-73.828846442063, 40.8339996379965)"
-73.82966654,40.8346757,10461,"(-73.8296665362086, 40.8346757034772)"
-73.83223926,40.83526784,10461,"(-73.8322392638357, 40.835267843871)"
-73.8353115,40.83388554,10461,"(-73.8353114957091, 40.8338855372434)"
-73.83639064,40.83583762,10461,"(-73.8363906371497, 40.8358376249543)"
-73.83864324,40.8351511,10461,"(-73.8386432354397, 40.8351511035446)"
-73.83869424,40.8356871,10461,"(-73.8386942431907, 40.8356871020664)"
-73.89994956,40.85741998,10457,"(-73.8999495596797, 40.8574199769006)"
-73.89573362,40.85601267,10457,"(-73.8957336177223, 40.856012665211)"
-73.89558076,40.85624529,10457,"(-73.8955807575097, 40.8562452949711)"
-73.89541739,40.85619784,10457,"(-73.8954173862975, 40.8561978378781)"
-73.89239103,40.85492718,10457,"(-73.8923910323412, 40.8549271835139)"
-73.89090203,40.85411691,10457,"(-73.8909020276323, 40.8541169112009)"
-73.89038954,40.85468908,10457,"(-73.8903895353702, 40.8546890823024)"
-73.88963203,40.85365693,10457,"(-73.8896320295352, 40.8536569251696)"
-73.88963522,40.85317764,10457,"(-73.8896352157018, 40.8531776360245)"
-73.88382009,40.85149932,10457,"(-73.8838200892144, 40.8514993181284)"
-73.88473295,40.84939862,10457,"(-73.8847329535597, 40.8493986169939)"
-73.89041216,40.84274967,10457,"(-73.8904121556941, 40.8427496698653)"
-73.89216815,40.84104967,10457,"(-73.8921681510108, 40.8410496683346)"
-73.8894199,40.83942749,10457,"(-73.8894198981692, 40.8394274893031)"
-73.88853908,40.83907428,10457,"(-73.8885390791733, 40.8390742772454)"
-73.88841799,40.83851653,10457,"(-73.8884179916081, 40.8385165291672)"
-73.8887271,40.83799431,10457,"(-73.888727095951, 40.8379943115118)"
-73.89075932,40.83681888,10457,"(-73.8907593208922, 40.8368188830809)"
-73.89319812,40.83657217,10457,"(-73.8931981243765, 40.8365721669965)"
-73.89385805,40.83640272,10457,"(-73.8938580493219, 40.8364027241344)"
-73.8944893,40.83605321,10457,"(-73.8944893031298, 40.8360532136079)"
-73.89513915,40.83542953,10457,"(-73.8951391462947, 40.8354295330321)"
-73.89540668,40.83565534,10457,"(-73.8954066799762, 40.8356553408429)"
-73.89568799,40.83623747,10457,"(-73.8956879934856, 40.8362374735425)"
-73.89603976,40.83645987,10457,"(-73.8960397634219, 40.8364598728911)"
-73.8972496,40.83657446,10457,"(-73.8972496006884, 40.8365744598726)"
-73.89819991,40.83641268,10457,"(-73.8981999115416, 40.8364126777885)"
-73.8988953,40.83653701,10457,"(-73.8988953041404, 40.8365370119986)"
-73.89956173,40.83742172,10457,"(-73.8995617266235, 40.8374217211682)"
-73.89996792,40.83765479,10457,"(-73.8999679182012, 40.8376547906892)"
-73.90056611,40.83659253,10457,"(-73.9005661055861, 40.8365925311209)"
-73.9059794,40.83850522,10457,"(-73.905979401399, 40.8385052153668)"
-73.90538357,40.83976901,10457,"(-73.9053835743797, 40.8397690062405)"
-73.9056074,40.83984364,10457,"(-73.9056073968576, 40.8398436415539)"
-73.90677416,40.83825366,10457,"(-73.9067741553011, 40.8382536600336)"
-73.90793385,40.83718364,10457,"(-73.9079338547148, 40.8371836443141)"
-73.90904553,40.83697899,10457,"(-73.9090455302178, 40.8369789916935)"
-73.90930617,40.83695841,10457,"(-73.9093061708568, 40.8369584099327)"
-73.90945871,40.83705723,10457,"(-73.9094587105581, 40.8370572320455)"
-73.90891035,40.83837651,10457,"(-73.9089103481414, 40.8383765076423)"
-73.91072456,40.83899777,10457,"(-73.9107245640899, 40.8389977667288)"
-73.91139056,40.83786561,10457,"(-73.9113905620889, 40.8378656075165)"
-73.9127083,40.83836011,10457,"(-73.9127083004695, 40.8383601145629)"
-73.91207881,40.83945325,10457,"(-73.9120788080413, 40.8394532474898)"
-73.91313621,40.83981411,10457,"(-73.9131362091621, 40.839814109287)"
-73.91289101,40.84037213,10457,"(-73.9128910088513, 40.8403721304809)"
-73.91132052,40.84478293,10457,"(-73.9113205238748, 40.8447829321382)"
-73.91054274,40.84563471,10457,"(-73.910542738779, 40.8456347147283)"
-73.90838958,40.84712964,10457,"(-73.9083895830856, 40.8471296401478)"
-73.90676703,40.84854072,10457,"(-73.9067670260809, 40.8485407230644)"
-73.90133667,40.85526535,10457,"(-73.9013366671397, 40.8552653458752)"
-73.87687462,40.8553941,10460,"(-73.8768746192832, 40.8553940984715)"
-73.87686447,40.85531887,10460,"(-73.8768644677918, 40.8553188686628)"
-73.87732278,40.85459199,10460,"(-73.8773227847733, 40.8545919927919)"
-73.87541813,40.8536853,10460,"(-73.8754181259787, 40.8536852968175)"
-73.87478749,40.85385684,10460,"(-73.8747874873694, 40.8538568430781)"
-73.87469431,40.85342658,10460,"(-73.8746943062909, 40.8534265768651)"
-73.87439023,40.85325884,10460,"(-73.8743902330809, 40.8532588375098)"
-73.87414425,40.85286246,10460,"(-73.8741442485759, 40.8528624573404)"
-73.87528412,40.85106466,10460,"(-73.8752841233838, 40.851064663848)"
-73.87506573,40.85006287,10460,"(-73.8750657290775, 40.8500628682557)"
-73.87538933,40.84812735,10460,"(-73.8753893347455, 40.8481273479995)"
-73.87737475,40.84392896,10460,"(-73.8773747508115, 40.8439289630868)"
-73.87817174,40.84262446,10460,"(-73.8781717427173, 40.8426244583894)"
-73.87459175,40.84152067,10460,"(-73.8745917498246, 40.8415206666469)"
-73.87193482,40.84369841,10460,"(-73.8719348166708, 40.8436984145767)"
-73.87246825,40.84133706,10460,"(-73.8724682450999, 40.8413370598808)"
-73.87099517,40.84311215,10460,"(-73.8709951700113, 40.8431121519742)"
-73.8687005,40.84452884,10460,"(-73.8687005004126, 40.8445288362309)"
-73.86781794,40.84486885,10460,"(-73.8678179393988, 40.8448688523631)"
-73.86748674,40.84418327,10460,"(-73.8674867429918, 40.8441832724051)"
-73.86591122,40.84319733,10460,"(-73.8659112219693, 40.8431973291182)"
-73.86503349,40.8422153,10460,"(-73.8650334940186, 40.8422153020023)"
-73.86358013,40.84127798,10460,"(-73.8635801326347, 40.8412779798414)"
-73.86446481,40.84108858,10460,"(-73.8644648070312, 40.8410885781695)"
-73.86393747,40.84004459,10460,"(-73.8639374662834, 40.8400445942683)"
-73.86355551,40.83786564,10460,"(-73.8635555115478, 40.8378656379956)"
-73.86451591,40.83777028,10460,"(-73.8645159147844, 40.8377702830497)"
-73.86411501,40.83543711,10460,"(-73.8641150097809, 40.8354371065678)"
-73.86315637,40.83553084,10460,"(-73.8631563692459, 40.8355308438771)"
-73.86286863,40.83387147,10460,"(-73.8628686311251, 40.8338714748872)"
-73.86283694,40.83368805,10460,"(-73.862836944749, 40.833688049541)"
-73.86315843,40.8337446,10460,"(-73.863158430756, 40.833744604333)"
-73.8668062,40.83483705,10460,"(-73.8668062027771, 40.8348370475148)"
-73.86652947,40.83496002,10460,"(-73.8665294703945, 40.8349600215764)"
-73.86767388,40.83530014,10460,"(-73.8676738783088, 40.8353001434192)"
-73.8697008,40.8358189,10460,"(-73.869700799264, 40.8358188993996)"
-73.87183795,40.83616964,10460,"(-73.8718379513123, 40.8361696369558)"
-73.87747195,40.83656424,10460,"(-73.8774719476956, 40.8365642360264)"
-73.88011102,40.83723442,10460,"(-73.8801110245574, 40.8372344200199)"
-73.88030161,40.83730293,10460,"(-73.88030161211, 40.8373029285833)"
-73.88098654,40.83612163,10460,"(-73.8809865408736, 40.8361216338031)"
-73.88137083,40.83516522,10460,"(-73.8813708269623, 40.8351652216436)"
-73.88222192,40.83546297,10460,"(-73.8822219153205, 40.8354629717272)"
-73.88312499,40.83450514,10460,"(-73.8831249933751, 40.8345051425995)"
-73.88332481,40.83424007,10460,"(-73.883324805493, 40.8342400672212)"
-73.88364179,40.83363557,10460,"(-73.883641786174, 40.8336355655215)"
-73.88472947,40.83233387,10460,"(-73.8847294708528, 40.8323338692089)"
-73.88563265,40.83064192,10460,"(-73.8856326545163, 40.8306419200896)"
-73.89162677,40.8327328,10460,"(-73.8916267725723, 40.8327328007401)"
-73.89173687,40.83266358,10460,"(-73.8917368701093, 40.8326635795345)"
-73.89299709,40.83564302,10460,"(-73.8929970937372, 40.8356430188342)"
-73.89325883,40.8355879,10460,"(-73.8932588269952, 40.8355879016591)"
-73.89362217,40.83539646,10460,"(-73.8936221703233, 40.8353964635299)"
-73.89477114,40.8343112,10460,"(-73.8947711384652, 40.8343111995086)"
-73.89630199,40.83354324,10460,"(-73.8963019903431, 40.8335432429715)"
-73.89696588,40.83434218,10460,"(-73.8969658799911, 40.8343421752377)"
-73.89558732,40.83500744,10460,"(-73.8955873197639, 40.8350074365756)"
-73.89513915,40.83542953,10460,"(-73.8951391462947, 40.8354295330321)"
-73.8944893,40.83605321,10460,"(-73.8944893031298, 40.8360532136079)"
-73.89385805,40.83640272,10460,"(-73.8938580493219, 40.8364027241344)"
-73.89319812,40.83657217,10460,"(-73.8931981243765, 40.8365721669965)"
-73.89075932,40.83681888,10460,"(-73.8907593208922, 40.8368188830809)"
-73.8887271,40.83799431,10460,"(-73.888727095951, 40.8379943115118)"
-73.88841799,40.83851653,10460,"(-73.8884179916081, 40.8385165291672)"
-73.88853908,40.83907428,10460,"(-73.8885390791733, 40.8390742772454)"
-73.8894199,40.83942749,10460,"(-73.8894198981692, 40.8394274893031)"
-73.89216815,40.84104967,10460,"(-73.8921681510108, 40.8410496683346)"
-73.89041216,40.84274967,10460,"(-73.8904121556941, 40.8427496698653)"
-73.88473295,40.84939862,10460,"(-73.8847329535597, 40.8493986169939)"
-73.88382009,40.85149932,10460,"(-73.8838200892144, 40.8514993181284)"
-73.88273284,40.85365069,10460,"(-73.8827328427844, 40.8536506903849)"
-73.8816676,40.85334822,10460,"(-73.8816676021557, 40.8533482197208)"
-73.88068425,40.85678258,10460,"(-73.8806842540086, 40.8567825773858)"
-73.88079071,40.85706224,10460,"(-73.8807907139784, 40.8570622422966)"
-73.87819338,40.8556035,10460,"(-73.8781933802445, 40.8556035029325)"
-73.94688156,40.85057561,10032,"(-73.9468815623972, 40.8505756143882)"
-73.94258135,40.8497353,10032,"(-73.9425813459346, 40.8497353016267)"
-73.94261461,40.8496396,10032,"(-73.9426146129934, 40.8496396012921)"
-73.94152506,40.84928192,10032,"(-73.9415250644368, 40.8492819235395)"
-73.94137644,40.8488606,10032,"(-73.9413764439321, 40.8488605970385)"
-73.94205394,40.84831675,10032,"(-73.9420539434263, 40.8483167548651)"
-73.94260999,40.8462303,10032,"(-73.9426099921622, 40.8462303013291)"
-73.93467106,40.84295727,10032,"(-73.93467106289, 40.8429572725173)"
-73.93371554,40.8442464,10032,"(-73.9337155381838, 40.8442463980495)"
-73.93328519,40.84411381,10032,"(-73.9332851869388, 40.8441138117196)"
-73.93294767,40.84420971,10032,"(-73.932947668147, 40.8442097148102)"
-73.9324055,40.84483818,10032,"(-73.9324055018138, 40.8448381791793)"
-73.93156655,40.8452402,10032,"(-73.9315665473506, 40.8452401957508)"
